指数,名,地址,#标签,电话号码,网站,小时/休息日,图片,入场费,停车设施,介绍
53,春内路1号路线,江原道春川市西里路25,#江源道#春川#观光地#路,033-251-9363,http://www.bomne.co.kr/,全年开放,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/0/AE0004_I_10.JPG&w=454&h=242,无,无,想起春川就会联想到湖水。 春川也是沿着外围延伸的山峰和被山脊紧紧抱住的盆地。 这里是湖和山相融合的徒步旅行的最佳地点。 在春川最具代表性的徒步路线有:春内路席来故事路石坡岭길路勿磨沟里路义岩湖出入口昭阳湖渡口路品杰里五指。 春内路1路线的路线是金裕贞文学村→山神阁→水库→金炳义塾→村内路→金裕贞文学村距离为52公里需要2个小时左右。
54,勿雷街,江原道春川市体育城路113-1,#江源道#春川#观光地#路,070-4150-9463,http://www.mullegil.org/,全年开放,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/0/AE0003_I_01.JPG&w=454&h=242,免费,300辆可停车免费,春川的纺车路位于松岩体育城内分为3条赛道天空步行展望台在离水面最近的位置可以往上看效果更佳。 返回路口的鲫鱼岛水草林可以观赏到衣岩湖泊的美景为游客休息提供便利。 最后中岛是建设义岩大坝时自然形成的岛屿以周边自然景观优美著称是四季吸引众多游客的春川名胜。 推荐的旅游方法是从中渡码头下车观赏中渡优美的自然景观。 另外在中道路上可以一目了然地看到鲫鱼岛享受春川梦幻般的兜风路线——博士路和三岳山。
55,龟峰山咖啡街,江原道春川市东面循环大路1154,#江源道#春川#观光地#路,无,http://tour.chuncheon.go.kr/,全年开放,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/0/AE0001_I_01.JPG&w=454&h=242,无,可停车免费停车,在像湖水一样多山的春川海拔4413米的九峰山是春川夜景最美的名胜。 在半山腰可以一眼看到春川市内的景象。 龟峰山咖啡一条街是1992年随着从东面甘井里到新东面鹤谷里的春川外廓道路的出现咖啡一条又一条进入龟峰山腰而起的名字。
56,杰德花园,江原道春川市南山面西川里山911号,#江源道#春川#旅游地#花木园,033-260-8300,http://www.hanwharesort.co.kr/irsweb/resort3/tpark/tp_intro.asp?tp_cd=0400,全年开放,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/0/AD0002_I_01.JPG&w=454&h=242,成人7000~8500韩元/青少年5000~6500韩元/儿童4000~5500韩元,可停车免费停车,以森林中相遇的小欧洲为座右铭的杰德花园在杰德宫高尔夫球场附近占地约16万平方米由24个主题组成。 杰德花园保留了自然的溪谷地形无论是花卉还是树木建筑样式和建筑布局都符合欧洲风格。 面积约为5万坪沿着溪谷之间的地形延伸拥有万病草类和枫树类毛笔花类蓝莓等3000种植物。 另外这里还分为24个分院。
57,江原道立花木园,江原道春川市花木院街24,#江源道#春川#旅游地#花木园,033-248-6690~1,http://www.gwpa.kr,每月第一周星期一1日春节中秋节当天,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/0/AD0001_I_01.JPG&w=454&h=242,成人700~1000韩元/青少年500~700韩元/儿童300~500韩元,可停车200多辆免费停车,公立树木园江原道立花木园于1996年建成1999年竣工并对外开放。 由半非植物园岩石园托菲亚里园等9个主题园组成被国立树木园指定为森林生命资源管理机构。
58,春川雕刻公园,江原道春川市古景春路880,#江原道#春川#观光地#公园,033-250-3089,,全年开放,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/0/AC0001_I_01.JPG&w=454&h=242,无,可停车免费停车,春川市孔枝川周边建成的孔枝公园从1997年开始在公园内设置雕刻品并以舒适的草坪装饰而成。 雕塑公园面积26928平方米是著名作家雕塑作品常年展示的地方。
59,玉洞窟体验场,江原道春川市金玉街228,#江原道#春川#观光地#特色体验,033-241-0300,http://sauna.oksanga.com,全年无休,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/AY0057_I_01.JPG&w=454&h=242,大人5000韩元/小人4000韩元,可停车免费停车,位于春川市东面金玉路的春川玉矿山是韩国唯一正在进行采矿的白玉矿山是专门为玉矿山汗蒸房玉洞窟体验场所在的玉而设的世界唯一的休息空间。 被放生的负离子在옥벽的约150米的坑道洞窟玉光山保存的体验场、玉洞穴。 在这里可以看到埋藏在洞窟墙壁上的玉原石还可以体验玉原石及品尝玉净水。
60,昭阳路碑石郡,江原道春川市昭阳路一街,#江源道#春川#观光地#遗址,033-250-3089,,全年开放,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/AM0063_I_01.JPG&w=454&h=242,免费,可停车免费停车,昭阳路碑石群是春川的乡土文化遗产。为了纪念古邑首领的功绩而建立的各种碑石群集于一体的就是昭阳路碑石群遗址。 拥有观察师费3期和副师费15期军需费2期共26期。
61,昭阳湖·昭阳坝,江原道春川市新샘밭路1128,#江源道#春川#旅游地#坝,033-242-2455,http://blog.naver.com,全年开放,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/AX0001_I_01.JPG&w=454&h=242,无,可停车免费停车,沿着大大小小的溪谷清澈的水正向中央流淌。 森林树种丰富不同季节不仅绿叶枫叶雪景等自然景观秀丽野生动物也栖息于此。 位于春川市的昭阳湖昭阳大坝充分感受到了江原道的魅力。
62,九松瀑布,江原道春川市北山面清平一里,#江原道#春川#观光地#瀑布,033-241-9251,http://tour.chuncheon.go.kr/tourinfo/sights/view/10423,无,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/7/AU10002_I_01.JPG&w=454&h=242,无,可停车免费停车,在昭阳江对面的清平寺这里有点发疯。 高9米瀑布名字因发出9种声音而得名。 在景色宜人周围的发源的五峰山清澈的水瀑布瀑布流着中国唐代公主与爱情交织的与상삿뱀吃牡蛎和公主公主的地方洗澡汤的公主就可以见到清平寺回。
63,上古大拍摄地,江原道春川市奖鹤里昭阳三桥附近,#江源道#春川#旅游景点#自然生态,033-250-3089,,无,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/7/AN10022_I_01.JPG&w=454&h=242,无,无,一到冬天春川的昭阳5校和昭阳3校就成为人气很高的出师地深受摄影家们的喜爱。 每一位摄影家都想在树上立刻绽放拍摄即将消失的上古台。 空气冷却所造就的梦幻冰结上古台是游客来春川游玩的另一个原因。 邵阳三桥附近的上古大学拍摄地清理了部分茂密的树木林地并安装了木梯栏杆等让摄影家们能够更轻松地融入美丽的景观。
64,孔枝川,江原道春川市伊甸园路25,#江源道#春川#旅游地#游园地,033-250-4312,http://tour.chuncheon.go.kr/tourinfo/sights/view/10421,全年开放,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/7/AL10004_I_01.JPG&w=454&h=242,无,可停车免费停车,孔枝川是春川市民喜爱的城市中心地带的休息和文化空间是能够尽情享受湖畔风光的公园。 孔枝川周围有雕塑公园喷水池高树府址野外演出场战绩纪念馆儿童会馆埃塞俄比亚参战纪念碑孔枝川湖上还设有男女老少可以尽情享受闲暇时光的船。
65,五峰山,江原道春川市北山面清坪里,#江原道#春川#旅游地#山,033-250-4312,http://tour.chuncheon.go.kr/,无,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/7/AI10018_I_01.JPG&w=454&h=242,无,可停车免费停车,位于江原道春川市北山面和华川郡间东面的山高779米指的是昭阳江大坝对面清平寺后面的毗卢峰普贤峰文殊峰观音峰罗汉峰五个山峰。 故名庆运山亦称五峰山庆寿山清平山后被登山者知晓遂成为五峰山。 据悉这里是可以同时享受火车和船的铁路山行地山湖的湖畔山行地。
66,大龙山,江原道春川市东内面古隐里,#江原道#春川#旅游地#山,033-250-4312,http://tour.chuncheon.go.kr/,无,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/7/AI10016_I_01.JPG&w=454&h=242,无,可停车免费停车,位于江原道春川市东内面的山高899米。 这是一座围绕春川市东侧的山耸立在加里山(1051米)延伸出来的山脉上。 爬山只利用春川市内上下的路线。 从东内面 거두头里 방谷到甲屯二狗沿着北陵登上山顶的路线从南边高恩里熊室村到西陵登上顶峰的路线就是代表性的例子。 登山距离约为10公里需要5个小时。
67,九峰山,江原道春川市东面循环大路1154-115,#江原道#春川#旅游地#山,033-250-4312,http://tour.chuncheon.go.kr,无,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/7/AI10015_I_01.JPG&w=454&h=242,无,可停车免费停车,位于江原道春川市东面的山田(高度:441米)。 从后坪洞进入万泉里时左侧有9座山峰延伸成山形是东面甘井里张学里万泉里边界的山。 江源道地貌9座山峰绵延成山形故称九峰山。高记录着。因为山不太高所以很适合轻松登山所以很多人都在找山。
68,湖畔体育馆 (游泳网球),江原道春川市牛石路102,#江原道#春川#旅游地#休闲运动,033-250-3518,,全年开放,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/7/AF10048_I_05.JPG&w=454&h=242,1000~55000韩元,可停车免费停车,湖畔体育馆是位于春川市牛石路的体育馆。 建筑面积5021平方米地下层63302平方米地上一层473419平方米地上两层145254平方米看台层231516平方米。 体育场面积1893平方米。
69,剑峰山,江原道春川市南山面江村里,#江原道#春川#旅游地#山,033-250-3089,http://tour.chuncheon.go.kr/tourinfo/sights/view/10416,无,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/7/AI10003_I_01.JPG&w=454&h=242,无,无,剑峰山位于江原道春川高530米。 因为长得像刀所以叫刀锋或剑锋。 山脉全部由陡峭的岩石组成杂有碎石和泥土的山头一侧的登山路也因陡坡而很难整体攀登。 南接南山面西接白羊里。 北边是北汉江江对面是三岳山。 与南面的烽火山连接成山脊。
70,江原大学博物馆,江原道春川市江源大学길一,#江原道#春川#旅游地#博物馆,033-250-8077,http://museum.kangwon.ac.kr,周末法定假日休馆,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/7/AH10012_I_01.JPG&w=454&h=242,免费,可停车30分钟500元~每超过10分钟200元,江原大学博物馆是江原道春川的江原大学附属博物馆是1985年10月11日开馆的江原道最好的大学博物馆。 常设展示史前历史文物和民俗资料16076m2规模的地下1层地上4层建筑将展示室增加为2层1层新设视听室于2000年6月5日扩建开馆。 义兵资料室中与义兵活动相关的文物民俗资料室展示了朝鲜时代的生活用具学校历史室中还有可以了解江原大学历史和发展的各种资料。 室外展览室展出了支石墓文人石等各种石雕。
71,书和印刷博物馆,江原道春川市新东面丰柳一街156,#江原道#春川#旅游地#博物馆,033-264-9923,http://www.mobapkorea.com,每周一,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/7/AH10005_I_02.JPG&w=454&h=242,5000元,不能停车,书籍和印刷博物馆是展示江原道春川活字印刷所有资料的博物馆。 为了宣传世界上最先进的韩国书籍和印刷文化的珍贵为了深入理解书籍和印刷而设立。 博物馆建筑物前面看的是各种大小的书夹在书柜里的样子上面看的是折好的纸条。 书籍和印刷博物馆的建筑有着思念成诗的博物馆这一副题。
72,翰林大学日松艺术厅,江原道春川市翰林大学街1,#江原道#春川#旅游地#文化,033-248-1270~4,http://artshall.hallym.ac.kr,周六周日公休日,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/7/AG10009_I_01.JPG&w=454&h=242,无,可停车500~3000韩元,翰林大学日松艺术大厅是分为1层和2层观众席的中级规模演出场。 舞台可以体现大型演出场地的规模也可以感受到小剧场的细腻。 另外这里不是专为特定类型演出的剧场而是任何人都可以随意欣赏演唱会话剧电影舞蹈学术研讨会等各种演出的开放式文化艺术空间。
73,春川教育文化馆,江原道春川市退溪农工路40,#江原道#春川#旅游地#文化,033-245-5105,http://www.ccmunhwa.or.kr,周六周日公休日,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/7/AG10007_I_01.JPG&w=454&h=242,无,可停车免费停车,春川教育文化馆是位于春川市中心的图书馆。 1985年作为江原道教育厅下属机关开馆以来开展了高质量的读书振兴和文化活动等多种事业。 该馆规模从地下到5层地下设有小剧场饲料馆办公室饲料馆机械室等1楼设有儿童资料室展厅演出场所文化学院会议室接待室值班室。 2楼是综合资料室文化教室3楼是休息室阅览室大学入学考试咨询室4楼是电脑教育室数码资料室共鸣教室社团室5楼是馆长室文献信息科总务科。
74,昭阳江少女像,江原道春川市永西路2675,#江原道#春川#旅游地#文化,无,http://tour.chuncheon.go.kr/,无,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/7/AG10006_I_01.JPG&w=454&h=242,无,可停车免费停车,昭阳江处女像是春川市投入5亿5千万元在春川市昭阳江边建立的铜像是为了广泛宣传国民喜爱的歌曲名曲《昭阳江》而设立的。 具有现代感的铜像和清澈的昭阳江周边自然景观形成了美丽的组合。 和最近出现的Skywalk一起成为春川地标性的设施可以在春川市槿花洞昭阳2桥旁见到。
75,春川市立图书馆,江原道春川市古景春路830-24春川市立图书馆,#江原道#春川#旅游地#文化,033-245-5102,http://www.iccl.or.kr/,每周一法定假日12月30日~31日,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/7/AG10005_I_01.JPG&w=454&h=242,无,可停车免费停车,春川市立图书馆是春川市最具代表性的图书馆同时运营本馆市立图书馆和东内面新沙佑洞昭阳路南山面西面等分馆图书馆发挥着市民的综合信息网的作用。 另外随着图书馆数量的增加为了在服务质量上走在前列不仅收集了充实的资料还把各种文教室和文化活动扩大到了所有实体尽全力成为想重新找回市民图书馆的图书馆。
76,白翎艺术中心,江原道春川市江源大学路1江源大学,#江原道#春川#旅游地#文化,033-250-7000~3,http://www.kwbc.co.kr/,全年开放,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/7/AG10004_I_01.JPG&w=454&h=242,33000~140000元,可停车免费停车,白翎艺术中心位于春川的江原大学内1994年12月为了大学文化艺术的昌达和提高地区社会市民文化生活而开馆期间通过各种活动及演出等每年访问10万多人次是名副其实的江原道第一。 附属团体有百灵歌剧团百灵作曲研究会百灵风乐团百灵钢琴三重奏团。
