指数,名,地址,#标签,电话号码,网站,小时/休息日,图片,入场费,停车设施,介绍
25,济州休闲乐园,济州特别自治道济州市朝天邑卧屹里870,#ACTIVITY#I# 明亮,064-784-8800,,因季节和天气不同请拨打064-784-8800咨询。,https://api.visitjeju.net/photomng/imgpath/201804/30/a63f07c9-a15c-470f-823e-3c29aef827e1.jpg,,,位于济州市朝天邑的济州休闲主题公园是拥有赛车(意大利直接进口车)山地车草线夏季雪橇射击等多种体验设施的综合休闲主题公园。高12米的道内最高设施是雪橇场雪橇场是经过救助安全分段的设施由新材料制成可以感受到刺激。 整个四季都可以享受。 在上空往返飞行250米的草线不仅是儿童连大人都可以享受。 引入了斯托普制动装置提高了安全性。购物车是访问休闲乐园时一定要体验的休闲方式之一。 休闲乐园的卡丁车场长1.2公里宽8至10米可以进行国际比赛是韩国最大规模的赛车场拥有2个坡道站P场等。 访客将试乘从意大利直接进口的体感速度为100公里的汽车。在这里可以乘坐快速速度和跳跃等绝技驾驶的牛马车享受越野的800多坪的山地牛马车在这里可以体验生存游戏等是具有活力的体验设施和安全的要素。这里有可以同时容纳120人的团体住宿设施咖啡厅练歌房台球厅足球场排球场篮球场礼堂散步路等设施。​
26,世华海边,济州特别自治道济州市旧左邑细花里1-1,#海边#休食#治愈#情侣#明朗#夏天,064-728-7752,,,https://api.visitjeju.net/photomng/imgpath/201804/30/b9bc001a-345f-4622-9388-89c6d741084a.jpg,,,
27,涯月闲潭海岸散步路,济州特别自治道济州市涯月邑郭支里1359,#海边#步行#登山#朋友#晴#油菜花,,,,https://api.visitjeju.net/photomng/imgpath/201804/30/0de42691-8c5a-43e8-9f0e-ca0115322bca.jpg,,,
28,龙头岩,济州特别自治道济州市龙潭二洞 483,#日出#海边#景观#土#晴,064-728-3601,,,https://api.visitjeju.net/photomng/imgpath/201804/30/1ba2e146-ef7a-4281-b27a-2a474b5705d4.jpg,停车费另计,,位于龙潭2洞机场东北部海岸的灵头岩是济州观光的象征。 这是离机场最近的景点也是出境旅游人员和旅游团队经常光顾的景点。 以龙的饱腹感和从海上涌出的形状命名了龙头岩。 据传说生活在附近溪谷龙渊的龙想升天结果变成了石头。 据说从表面露出来的部分高度为10米被海水淹没的身体长度为30米左右因此如果凝视着怪岩可以想象龙在蠕动。如果想好好欣赏这个龙头岩西边100米左右的地方比较合适比起大海平静的日子海浪猛烈的日子更合适。 仿佛天翻地覆在神的怒火中龙吟虎啸在海中腾空而起。从龙头岩到渡头港的龙潭-渡头海岸公路有各种各样的咖啡馆和美食店游客还可以享受到赏心悦目的兜风。关于龙头岩的传说有如下传说。 在济州龙潭洞大海深处生活着想要成为龙的利器。 在漫长的岁月里他只培养了想成为龙的梦想战胜了黑暗。 要在黑暗中度过的岁月难道是千年? 李武琪只为自己蠢蠢欲动的样子感到悲观羡慕地羡慕着闪闪发光的鳞片锐利的双脚还有帅气的胡子和大大的眼睛的龙。 这种武器是想变成龙上天的。 不知风有多急千年的岁月和看不到光芒的黑暗都战胜了。 但是在升天的日子里他终于举起闪闪发光的蓝色鳞片长长的胡须和锋利的脚向天空气势汹汹地升天结果被汉拿山神射出的箭射中再次落入大海。 落海之龙
29,巨文岳(UNESCO 世界自然遗产),济州特别自治道济州市朝天邑善屹里478,#爬行##登山#情侣#晴#春天,064-710-8981,,每周二休息。,https://api.visitjeju.net/photomng/imgpath/201804/30/e05943ea-8718-4891-bfdb-22ebf6008788.jpg,,,据悉拒文岳是海拔456米(围4551米)的火山丘是形成拒文岳熔岩洞窟系的母体。 据传树林茂密看上去黑森森的叫黑오。 济州岛的火山丘中唯一被联合国教科文组织列入世界自然遗产是因为从拒文岳流出的熔岩流沿着斜坡流向东北方向的海岸边形成了地质学价值很高的火山地形和熔岩洞窟。 根据济州岛自然遗产地学术调查劳务结果仙屹里拒文岳周边发达的洞窟规模被确认为是世界级熔岩洞窟。拒文岳呈东北山寺面裂开的马蹄形分析区状登上山顶后能一眼看到建造拒文岳熔岩洞窟系的火山喷发区喷发区内有低耸的小山峰。周边可以观察到熔岩洞窟山滩熔岩陷落区垂直洞窟植树和毛笔树群落风穴等多种发达的火山地形。 此外还发现了坑道阵地后勤道路等日军太平洋战争时期的军事设施作为历史探知地。拒文岳呈东北山寺面裂开的马蹄形分析区状登上山顶后能一眼看到建造拒文岳熔岩洞窟系的火山喷发区喷发区内有低耸的小山峰。周边可以观察到熔岩洞窟山滩熔岩陷落区垂直洞窟植树和毛笔树群落风穴等多种发达的火山地形。 此外还发现了坑道阵地后勤道路等日军太平洋战争时期的军事设施作为历史探知地。自然遗产登记后徒步旅行实行预约制探访介绍所内的展示画廊和4D剧场自然遗产展示馆除休馆日星期二以外无需预约即可参观。 电话预约及网上预约从探访希望前的一个月1日开始按先后顺序进行当天不能预约。 (
30,天帝渊瀑布,济州特别自治道西归浦市中文洞 2232,#瀑布#景观#土#情侣#孩子#晴#夏天,064-760-6331,,闭市时间可能会因日落时间而变更。,https://api.visitjeju.net/photomng/imgpath/201804/30/a40a1dc3-ab78-4717-9e13-d5bb8122d9af.jpg,,,天帝缘瀑布是从汉拿山开始的中文川流经大海形成的瀑布位于中文旅游区内。 天帝渊瀑布分为3个瀑布从柱状节理悬崖跌落到天帝渊(池)这就是第一瀑布天帝渊的水进一步往下流而形成的第23瀑布。 第一瀑布高22米天际缘水深21米旱季时瀑布不会掉落但柱状节理型的岩壁和祖母绿光的池塘非常美丽不论国内外人士。第一瀑布附近的岩石洞天顶上不断有以牙还牙的冰凉水涌出传说只要在百重处暑中淋上异物所有病就会消失但现在禁止游泳无法进入。在第二瀑布中在绿色常青树之间像画水墨画一样落下的瀑布在第三段则可以看到从悬崖上洒落的瀑布。第二段和第三段瀑布之间有一座名为高级桥的拱桥相传供奉玉皇大帝的七仙女吹着玉笛下山游玩时爬上去因此也被称为七仙女桥。 天帝渊之名也源于七仙女供奉的上帝之手。 七仙女腿两侧有七仙女雕塑像夜间照着石灯给人一种美丽而神秘的感觉。 被称为天帝楼的楼阁也进一步突出了周边景观。瀑布两侧是被指定为第378号天然纪念物的乱带林这里生长着国内罕见的松叶兰潭八树等与各种常绿树相映成趣。 特别是该溪谷的潭八水被指定为地方纪念物第14号。天帝宴上流传着对一个在附近村庄有着良好影响力的青年的传说。中文的农夫结婚十多年了但没有孩子因此感到非常
31,柱状节理带(中文大炮海岸),济州特别自治道西归浦市中文洞 2768-1,#海边#景观#土#朋友#情侣#明亮,064-738-1521,,全年无休/使用时间可按日出·日落时间变更/主卧节理2售票处关闭出入口,https://api.visitjeju.net/photomng/imgpath/201804/30/032bae0a-aecb-433c-bba8-cf3143d4b134.jpg,成人2.00元/儿童青少年1.00元/残疾人免费,,柱状节理是指像用锐利的雕刻刀细致削去一样呈4~6角形的柱子出现在玄武岩质熔岩流中的垂直节理。 厚厚的熔岩从火口流出来迅速冷却形成产生的收缩作用的结果。 仿若砌了楼梯层层立起的六角形石柱像屏风一样环绕着让人充分领略大自然的神秘。撞击柱子的波涛也是夺人眼球的看点严重时甚至会上演高达20米以上的秀让人看得入神。中文·大浦海岸柱状节理带高30~40米宽约1公里是韩国规模最大的济州道天然纪念物第443号。​​​​​​​​​​
32,矿难,济州特别自治道西归浦市城山邑古城里224-18,#日出#海边#景观#土#赫林#春,,,,https://api.visitjeju.net/photomng/imgpath/201804/30/315ce1af-1c6c-4977-8668-4710321df6a1.jpg,,,位于城山日出峰至涉智科吉路口的广起海边是济州偶来第一路线的最后一站也是第二路线开始的地方。沸扬的熔岩与大海相遇后迅速凝固形成的地质构造是其特征特别是在退潮时被海水遮挡的秘境陆续进入给人们带来隐藏的秘境。由熔岩地质和绿色苔藓演绎的壮观景象在全世界独一无二成为众多摄影家寻找的摄影名所。特别是在城山日出峰旁的日出可以装在一个框架里所以岁末年初很多人都会来。 광旗海边的沙子是玄武岩的风化作用下经过漫长岁月形成的粒子其特点是黑色。​​​​​​​​​​​​​​​​​
33,济州水넷属,济州特别自治道西归浦市城山邑古城里 127-3,#室内#主题公园#孩子#B#眼睛#四季,064-780-0900,,全年无休(上午10点~下午7点)入场:下午5点50分,https://api.visitjeju.net/photomng/imgpath/201804/30/e8856cab-a6bb-4be3-b35b-6a0a9b1de6de.jpg,普通:40.900元/残疾人:28.600元,,&ltaqua planet济州&gt是亚洲规模最大的水族馆(总面积2万5600平方米1万800吨)。 这是63海洋世界约11倍的规模拥有世界最大规模的单一水族箱。 500多种4.8万只展示生物也被列入世界top10之内。标榜同时可以享受教育和文化娱乐的Amusment主题公园的&ltAqua Flanet济州&gt拥有再现济州前海的超大型水族馆济州海洋体验等。​​​​​​​​​​​
34,布瑞克校园,济州特别自治道济州市老衡洞244-1,#室内#主题公园#孩子#B#雪#冬季,064-712-1258,,全年无休/夏季(5月~9月)10:00~19:00 (入场截止18:30) 冬季(10月~4月)10:00~18:00(入场截止17:30),https://api.visitjeju.net/photomng/imgpath/201905/17/5bb2a044-1040-45d8-bed7-89ef53113611.jpg,,,
35,金陵海水浴场,济州特别自治道济州市翰林邑金陵里2036-1,#日落#海水浴场#冰激凌#I#晴#夏天,064-728-3394,,金陵综合状况室:064-728-3983(海水浴场开放时间:2018.06.23~09.02 期间运营),https://api.visitjeju.net/photomng/imgpath/201804/30/9fda4d02-177a-4186-bf4c-1b24cc3bd859.jpg,,,在济州偶来14号路线上行走可以看到济州岛数一数二的美丽海洋。那就是位于济州市翰林邑的金陵海水浴场和协才海水浴场但相邻的两个海水浴场却像双胞胎一样。 从透明开始经过祖母绿到蓝色。 如同展开越来越浓的色标一般的大海光。在天空和海洋的边界上有一个像大象图一样的岛屿飞羊岛它吞噬了小王子中的蟒蛇。就这样两个海水浴场将美丽的风景和最佳的海洋光线完美地共享。从规模上看金陵海水浴场是弟弟也被称为金陵第一原海边。虽然比侠灾更广为人知但这里却是一片寂静更有魅力。 这两个地方的落日都很梦幻如果在位于金陵海水浴场旁的露营地露营安静地欣赏日落那就再好不过了。 在椰树下搭帐篷和吊床可以尽情享受济州岛的绿色夜晚。 如果海水退去就会形成长长的沙滩而且水深较浅因此也可以作为有儿童的家庭单位度假地。周边旅游景点有翰林公园峡载海水浴场金陵石物院月岭仙人掌自生地等。​​​​​​​​​​
36,翰林公园,济州特别自治道济州市翰林邑挟才里2487,#休息#healing#主题公园#孩子##春天#优秀旅游公司,064-796-0001,,8时30分-19时(冬季参观时间变动)/夏季旅游旺季期间7月20日-8月19日,https://api.visitjeju.net/photomng/imgpath/201903/25/3e04453a-c7a0-4e4c-88e4-5eb759b463ec.jpg,个人:普通:12000韩元青少年:8000韩元儿童:7000韩元团体:普通:10000韩元青少年:6000韩元儿童:5500韩元,,
37,龙眼,济州特别自治道济州市旧左邑锺达论街,#日出#晚上#散步#登山#朋友#秋天,064-710-6043,,,https://api.visitjeju.net/photomng/imgpath/201804/30/01994ec9-fb37-430a-816a-daf8d5f96eba.jpg,,,龙眼位于旧左邑海拔247.8米周长88米约2685米是360多个火山口中唯一的3个火山口。春夏时节草坪在秋冬时节被紫芒覆盖每个季节都要换衣服。人体曲线般柔软的棱线格外美丽吸引了很多摄影家。中间凹陷意为龙卧的位置意为龙卧虎跃龙玩耍过的地方。龙眼火山丘与其他火山丘不同由三条山脊连接而成整体给人以柔和的印象。只需15分钟就能到达顶峰坡度非常缓慢无论男女老少都可以轻松行走。 从位置上看由于位于东端所以在好天气下可以远眺到城山日出峰和牛岛还可以看到周边的廊桥和集美峰。 以三个喷火口为中心一圈一圈地散步需要1个小时左右是欣赏周围风景的最佳条件。 在紫芒绽放的秋天作为小型婚纱照的拍摄地也广为人知。​​​​
38,济州海洋动物博物馆,济州特别自治道西归浦市城山邑水山里 3233,#室内#美术#博物馆#孩子#B#眼睛#四季,064-782-3711,,使用时间:上午9点~下午6点(夏季:下午7点),https://api.visitjeju.net/photomng/imgpath/201804/30/c3f4c0ae-2ae9-41f2-be78-9acc2bffa470.jpg,,,海洋是一个生命体的宝地这里生活着鲸鱼鲨鱼鱼蟹等约30万种不同生物。但很多学者说如果地球平均温度升高2°C我们生活在江河和海洋中的鱼可能大部分就会消失。为永久保存海洋生物资源在过去的 40 多年里以世界专利技术制作的韩国莲藕海中亲自收集研究的海洋动物如今已成为濒临灭绝或逐渐消失的珍贵文化遗产。现在我们将在这里向大家讲述海洋动物有趣的神秘故事。济州海洋动物博物馆是能够与热爱海洋的人们一起分享海洋生命共存价值的可持续海洋动物专门博物馆将不断向前发展。​​​​​​​​​​​
