指数,名,地址,#标签,电话号码,网站,小时/休息日,图片,入场费,停车设施,介绍
57,迎日台海水浴场(海),庆尚北道浦项市北区海岸路95(斗湖洞),#浦项旅行#和哥哥一起#骑自行车的好地方#徒步旅行#家庭旅行#夏季避暑胜地#散步的好地方#友情旅行#我独自出发的旅行#美食旅行#浦项最棒的地方,054-240-7850 054-270-2114,http://phtour.pohang.go.kr/phtour,,http://tour.gb.go.kr/upload2/tour/content/thumb/20151016/48235AE52F6246D3B090465F389CE7C4.jpg,,,迎日台位于韩国首座113米的海上是庆会楼的1/8大小是眺望迎日湾大海和浦项夜景的空间是凉爽的海风和异国风情的地方。2013年6月竣工市民和游客络绎不绝。 以建造海上楼阁迎日台为契机北部海水浴场的名称也变更为迎日台海水浴场。 沿着迎日台海水浴场主题街走欣赏钢雕作品的乐趣和在迎日台看到的POSCO夜景给来到这里的人们带来了别样的乐趣。
58,安东张氏经堂宗宅,庆尚北道安东市西後面城谷第一街2-38(西後面),#安东淑朴#瓦房的初夜#家庭旅行,054-852-2717 011-538-5599,http://hanok.visitkorea.or.kr/kor/hanok/stay/stay_list.do?cid=1867197,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150904/820FABD59F124D058965F9BF4FAE94B1.jpg,,,在法国这样的欧洲地区早就把烹饪视为艺术的一个领域。 因此对于生活在17世纪至18世纪的贵族来说食物不仅仅是填饱饥饿的肚子的什么东西而是应该通过探索发现真正美丽的智力部分之一。 韩国最早的韩文烹饪书也在同一时期完成。 在安东发现了这本历史很深的书的出处。
59,席石斋(韩屋寄宿),庆尚北道安东市丰川面南村街38(丰川面),#安东旅行#安东住宿#河回村周边#河回村周边住宿#尸骨店的初夜#散步的好地方#散步的好地方,054-853-1511 010-2297-0102,http://uiseokjae.kr,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150904/C18FB65230914F4D847179CD08F0A1DC.jpg,,,位于安东河回村的草屋韩屋石元斋已经建造了100多年。 这家的主人夫妇一直务农直到2012年才开始了民宿。 这里位于河回村南头比其他地方安静。 得益于此更加受到想要悠闲地旅行的游客的欢迎。
60,华川书院(韩屋寄宿),庆尚北道安东市丰川面广德솔밭路72,#安东旅行#安东淑朴#瓦集的初夜#家庭旅行#友情旅行#治愈旅行,054) 854-0663 010-9242-7508,http://www.hwacheonseowon.com/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20151013/BA2B26F8BC4749359D7BE414B2C20733.png,,,为纪念文敬公兼庵柳云龙先生的学德儒林们立于现在的位置。
61,凤座村野营场(自然休养林),庆尚北道浦项市北区杞溪面凤溪街46,#浦项#浦项旅行#浦项住宿#约会路线#全家出去#野营,054-243-2372,http://bjmul.kr/index.php,,http://tour.gb.go.kr/upload2/tour/content/thumb/20180803/C2D4ECF70C1F4C65AC4CCA95B5129954.jpg,,,
62,佛国寺寺庙住宿,庆尚北道庆州市佛国路三八五,#庆州旅行#寺庙体验#2天1夜#怀着虔诚的心情#适合散步的地方#适合登山的地方#孩子体验学习#徒步旅行#我独自出发的旅行#短风鸣箫,054-746-0983,http://www.bulguksa.or.kr,,http://tour.gb.go.kr/upload2/tour/content/thumb/20180307/ADD3AC44154549DDBA93A3C2F4408E60.jpg,,,佛国寺与石窟庵同一时期的公元751年新罗景德王时期由金大城创建公元774年新罗惠恭王时期竣工。 佛国寺内有释迦塔多宝塔石窟庵等众多国宝和宝物每年有数百万人访问佛国寺赞叹1700年的一个国佛教历史和文化。https://blog.naver.com/eogb8487
63,[韩屋寄宿]史槐堂古宅(韩屋寄宿),庆尚北道醴泉郡龙门面盘汉城路31(龙门面),#艺川旅行#艺川淑朴#家庭旅行# 瓦集的初夜,010-9088-7325,http://tour.ycg.kr/open.content/ko/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150903/F05A601E19744F71805211A9737741CC.jpg,,,庆尚北道醴泉郡金堂室村是一个保留着典型的乡村风貌的小村庄。 在这里可以原汁原味地感受古代情趣依然保留着石墙路和很多古老的传统韩屋。 其中四槐堂古宅是近300年来保存完好的士大夫故居之一。
64,船在江畔(Pention),庆尚北道闻庆市佛井江边路187(佛井洞),#文京淑朴#家庭旅行#团体旅行,054-554-5520 010-3555-1199,http://www.nadle.co.kr,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150904/BEC0B50581674E4F9E618B19295639B2.jpg,,,在很久以前没有建桥技术的时期为了在河对面的田野上干农活或去邑内只能在船渡江边乘坐渡船。因此江边的旅馆所在的村子的地名是船夫。船夫们水深不仅适合待船而且右侧的悬崖景观也适合游船。
65,草色美丽粉饼(粉饼),庆尚北道庆州市北郡길160(北郡洞),#京珠住宿#家庭旅行#适合登山的地方#值得孩子去的地方#宝文旅游区周边#宝文旅游区周边住宿,010-8323-1003,http://www.pulbitgoun.com,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150731/FCE527CC7158489CB5AE7F2F69537AA5.jpg,,,被树林包围空气非常好用石头搭建的二层小屋是与周边的幽静一起可以好好休息的旅馆。 走进房间木纹地板给人舒适温馨的感觉不滑孩子们可以尽情玩耍非常不错。
66,预演,庆尚北道庆州市北郡吉 137-4 (北郡洞),#京珠住宿#适合登山的地方#宝文旅游区#宝文旅游区周边,010-6636-4082,http://www.ylpension.com/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150731/846C1F0DD64F4E09B361D4A4DFBDCBD7.jpg,,,
67,青岛市场 (4 9 日)(传统市场),庆尚北道清道郡清道邑清道市场一街21,# 青岛旅行# 到传统市场旅行#徒步旅行#美食旅行,054-370-6701,http://www.cheongdo.go.kr/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20151019/A2BF66AED2AA4AC9BDD523128C26D3B4.jpg,,,自1912年市场开放以来一直发挥着青岛地区商圈中心的作用91年前后重新装修了长屋2005~2006年完成了市场内的拱廊设施完全变成了现代设施。 每逢集日集市从早到晚6时营业在这里交易日常生活所需的各种生活用品及周边生产的农产品等。
68,后浦公设市场 (3 8 日)(传统市场),庆尚北道蔚珍郡厚浦面蔚珍大蟹路21,#蔚珍旅行#徒步旅行#传统市场出来#大蟹美食店#海产小吃店#家庭旅行#值得孩子去的地方#,054) 788-5793,http://www.uljin.go.kr/tour/index.uljin,,http://tour.gb.go.kr/upload2/tour/content/thumb/20151019/6DCAF63080DC4E3A9E5FF78CDE753004.jpg,,,距离蔚珍大闸蟹故乡王石礁20多公里的后浦港。 每年2月末到3月初举行的蔚珍大闸蟹和红色大闸蟹庆典在美食家之间口碑甚佳但是最近SBS综艺节目《亲爱的百年客人》中南瑞芳家的老婆更是名声大噪。
69,蓝天斋餐厅(普通韩餐),庆尚北道闻庆市闻庆邑新才路924(闻庆邑),#闻庆旅行#闻庆美食店#团体观光#闻庆鸟岭周边#闻庆鸟岭周边美食店#适合登山的地方#家庭旅行,054-571-5128,,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150904/052F2D4AE83348CABC5C3C250E61E4D9.jpg,,,团体拥有250个席位
70,木石园(体验),庆尚北道安东市丰川面全西路159,#书生故事旅游卡#河回村,054-854-5331,,,http://tour.gb.go.kr/upload2/tour/content/thumb/20190422/E6EFACCA72DD43E6914831F8866A03DF.jpg,,,
71,韩在美百合爱情花园(韩食肉类),庆尚北道清道郡华阳邑松金二街10,#青岛#芹菜#生五花肉#特产#生鸭肉,054-371-7031,http://https://blog.naver.com/somuseum,,http://tour.gb.go.kr/upload2/tour/content/thumb/20171227/D4F6428BE2F840788FB439193C5DDB99.jpg,,,
72,首尔新不加登(旧.首尔餐厅)(韩食肉类),庆尚北道蔚珍郡温井面白岩温泉路1273(温井面),# 蔚珍旅行# 蔚珍美食店# 白岩温泉周边#白岩温泉周边美食店#牛肉#猪肉#烤肉走吗?,054-788-5004,,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150904/2A637EB5DEF0458B8D19F1ACCEDDA6E6.jpg,,,百席
73,驿前韩牛숯火(韩食肉类),闻庆市中央四街42,#闻庆旅行#闻庆美食店#店村站周边#店村站周边美食店#牛肉#肉熟吗?,054-555-0006,,,http://tour.gb.go.kr/upload2/tour/content/thumb/20151004/3DD433B73ADD47089384D083242988C0.jpg,,,
74,安东大饭店(酒店),庆尚北道安东市观光园区路346-84(城谷洞),#安东grand酒店#安东酒店#安东住宿#安东住宿推荐#healing#风景好的地方,054-851-9000,http://www.andonggrandhotel.com,,http://tour.gb.go.kr/upload2/tour/content/thumb/20160811/C2CF835AC34D4D7AA9A2E4A3FB119DF9.jpg,,,2015年10月13日开业的安东格兰德酒店入住越多就越能提供有价值的有品位的服务。
75,闻庆鸟岭度假村,庆尚北道闻庆市闻庆邑健康城路7-12,# 书生故事旅行卡,054-572-5100,http://https://www.mgle.co.kr/index.asp,,http://tour.gb.go.kr/upload2/tour/content/thumb/20190422/F9D9F664C1504905A1AEAA73FFAB6357.jpg,,,
76,山村(韩正植),庆尚北道庆山市瓦村面 갓바위路73,#庆山旅行#庆山美食店#甲岩周边#甲岩周边美食店#充满朝气的食物#汤,053-851-9976,,,http://tour.gb.go.kr/upload2/tour/content/thumb/20151004/9BC11244EDF94A8CB91B6768F675CD36.jpg,,,
77,王昌五花肉(韩式肉类),庆尚北道庆州市龙潭路一零四号街,#庆州旅行#庆州美食店#猪肉#肉熟吗?,054-749-7780,,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150731/B67505E18EE744E181B152409C016C8E.jpg,,,
78,奉化牛顿名家(韩食肉类),庆尚北道奉化郡春阳面宜阳路四街10奉化牛顿明街,#凤花美食店#凤花烤肉店#凤花韩牛#牛肉#猪肉,054-672-2234,,,http://tour.gb.go.kr/upload2/tour/content/thumb/20171013/A6266AE63C1B4EB8972FF09B04DD92AF.jpg,,,韩牛餐厅认证营业场所午餐特选烽火春香市场内位置
79,乡校婚礼 任庆台(普通韩餐),庆尚北道盈德郡盈德邑江边路280-6鄕校岳亭林景台,# 盈德美食店#盈德排骨汤#盈德包饭#盈德颂歌节,054-734-0040,,,http://tour.gb.go.kr/upload2/tour/content/thumb/20171012/62D2A04DB1EA4BFBB9F1160544740F69.jpg,,,大排骨肥肉加餐免费
80,高龄大家野农院(一般韩餐),庆尚北道高灵郡大伽倻邑大伽倻路1455-23高灵大伽倻农园,#高龄美食店#包饭#高龄旅行,054-954-6633,,,http://tour.gb.go.kr/upload2/tour/content/thumb/20171020/DCA2D5ED01ED4ADA82F081042CA084BD.png,,,每人1万韩元的低廉费用可以饱尝一顿丰盛的田螺饭。 得益于高龄的宽裕的人心还可以自由地补充食物。
81,星州峰自然休养林(自然休养林),庆尚北道尚州市银尺面星州峰路三(银尺面),#星州旅行#星州住宿#2天1夜#适合登山的地方#适合散步的地方#家庭旅行#以自然为伴#适合孩子去的地方,054) 541-6512 (休养林管理事务所),http://seongjubong.sangju.go.kr/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20151007/5D19172C2FC64D30B632D2F5EDDE5319.png,,,圣周峰自然休养林位于郁郁葱葱的森林和清澈的空气干净的水美丽的景观等协调的圣周峰(海拔606米)山脚下。 面积达200公顷仅设置山林内休养和休息所需的最少基本设施与自然景观相协调。
82,闻庆剪影,庆尚北道闻庆市闻庆邑新才二街10,# 书生故事旅行卡,010-3094-3311,,,http://tour.gb.go.kr/upload2/tour/content/thumb/20190422/0ECB3DF12E3D4FC097D5967359694868.jpg,,,
83,华山숯佛餐厅(韩食肉类),庆尚北道庆州市川北面花山里 411,#庆州旅行#庆州美食店#烤肉来了,054-774-0768,http://foodsidae.com/hwasan,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150731/99C991306F7D4CDB9F4BAD04AB10BC77.jpg,,,
84,青山面屋(韩式肉类),庆尚北道庆州市外东邑九鱼里209-8,#庆州旅行#庆州美食店#牛肉#猪肉,054-746-1251,,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150731/BF35DF372A574BF1AAE9935BD4B665F4.jpg,,,
85,金泉公园酒店(酒店),庆尚北道金泉市代项面黄鹤洞街35-23(大项面),#金千淑朴#直志士周边#直志士周边住宿#两人一起#友情旅行,054-437-8000,http://www.gimcheonpark.com/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150903/9951630EBB864F31BB6A3E33BFC42EF8.jpg,,,位于新罗千年古刹直指寺的金泉公园酒店于1998年1月全馆开放具备超特级客房及配套设施适合于龟尾大邱大田等附近地区作为WORK SHOP场所。在龟尾工业园区上下班非常方便而且位于皇岳山上可以尽情享受大自然的清新。
86,星湖度假村(酒店),庆尚北道庆州市外东邑灵芝路636,#京珠住宿,054-745-5100,http://www.sunghoresort.co.kr/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150731/5DB99937793D430395719926864B0C3A.jpg,,,
87,王菲川旅游农园(体验),庆尚北道蔚珍郡近南面旺陂川路534-1,#蔚珍旅行#好走的地方#适合登山的地方#夏天避暑地#和家人旅行#和孩子们一起去的地方#以自然为伴#鱼咬着糕点去旅行吧#,054-781-4568,http://www.uljin.go.kr/tour,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150904/6C277BB38E464D19A608DC1AC6AF74F3.jpg,,,位于王陂川溪谷绝境地。农园腹地靠近溪谷自然形成自然垂钓场及河流游泳场因此更加受人欢迎。 农园半径0.5公里内有3层石塔青岩亭鹤岩离心池甲鱼池湖川水等王皮川名胜2公里内还有石岩龙沼居民不欢迎。
88,庆州花郎休闲(体验),庆尚北道庆州市川北面勿川里山137-4,#庆州旅行#益赛庭庆北,054-741-8373,http://hrsurvival.co.kr,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150731/61FE469E666A414AA1420EA5080561AA.jpg,,,以庆州地区为中心为了休闲运动文化的活性化启动lepting休闲事业在现制生存四轮摩托车实弹射击飞碟射击挑战自行车旅游等多种休闲运动场所提供各种休闲运动。
89,蔚山会餐厅(日式),庆尚北道蔚珍郡箕城面望阳路225-9蔚山会餐厅,# 蔚珍旅行#蔚珍美食店#海山美食店,054-782-6887,,,http://tour.gb.go.kr/upload2/tour/content/thumb/20151004/5699FC8FC7B942889CE30B103E23D62E.jpg,,,
90,补妆,庆尚北道庆州市北郡洞 0446 0003,#京珠住宿,054-745-5799,http://www.bomuns.kr/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150731/71EBC40F5A684E72AACCAABBFFED2CB2.jpg,,,庆州有被称为露天博物馆的文化遗迹。所以一年四季前来庆州的游客络绎不绝。但是很多时候在短暂的旅行期间从哪里开始看都有些茫然。 我们的博文笔会为这样的大家提供一个舒适干净的蜻蜓点水并成为精品旅游的向导。
91,花座韩屋居屋(韩屋居屋),庆尚北道庆州市鲍石路一零九二号街,#大陵园周边#韩屋体验,054-777-0540 010-2517-8995,http://www.floralspace.co.kr,,http://tour.gb.go.kr/upload2/tour/content/thumb/20160817/B67787C3815C4A07ABA6BC893AC7E15A.jpg,,,
92,南南山(韩屋寄宿),庆尚北道庆州市南涧内街11-14(塔洞),#京珠住宿#京珠南山周边#京珠南山周边住宿#西南山#瓦房一夜#自然,010-8578-8572,http://pennamsan.modoo.at/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150731/306312A0DF0848BE9B1DC8D55A8B9A06.jpg,,,新罗最先开始的村中南山山脚的南干村南山轩是位于庆州南山山脚的南干村的传统韩屋旅馆。 新罗最早的宫址就在旁边新罗始祖朴赫居世的诞生神话就是这个村子的故事。 建宫的位置就在附近南山轩算是庆州最有名的地方。 北边有溪流南边有南山。 向南山建造展现柔和山脊的山势迎面而来。 靠近市区既方便游览又位于南山山脚安静空气清新。
93,秋雨斋 (开室村)(韩屋寄宿),庆尚北道高灵郡双林面开室二街20-1(双林面),#高龄住宿#高龄旅行#我们孩子体验学习#家庭旅行#适合散步的地方#过去怎么生活?#开室村周边#开室村周边住宿#瓦房下,054-956-4022,http://www.gaesil.net,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150902/A8A3864A021C4821974FB7F1AE6F0EE9.jpg,,,秋雨斋位于庆尚北道高灵郡双林面合家里开室村是建于1912年的韩屋。 村内的学堂的坡路走支那도연재最顶上树包围宁静的氛围的有추우재
94,嘉蓝草妍在(安东河回村)(韩屋寄宿),庆尚北道安东市丰川面河回宗家路76-6(丰川面),#安东住宿#安东旅行#家庭旅行#徒步旅行#适合散步的地方#尸骨店的初夜#河回村住宿,054-853-4828,http://blog.naver.com/anykiss1,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150904/7C27EE02B35C4F84BFF2328A40B74380.jpg,,,坐在比房基稍高一点的厢房地板上可以看到太阳升起落日的景象每个季节都能看到地板旁花坛上盛开的各式野花。 花树日月风共存的可蓝草妍在从一天成为主到月亮再到风筝始终如一像大自然一样坚守着自己的位置。
95,胡兆堂(吴川君子村)(韩屋寄宿),庆尚北道安东市卧龙面乌川一里山28-1,#安东旅行#安东淑朴#瓦房的初夜#重要民俗资料#前景好的地方#名牌古宅,010-2715-2177 016-715-2177,http://www.gunjari.net,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150904/A9794D51C17F4AA2B93C82D64F4ABFDE.jpg,,,后祚堂位于庆尚北道安东市卧龙面梧川里。 光山金氏礼安派宗宅附带的别厅建筑被指定为重要民俗资料第227号。 后朝堂是朝鲜宣祖时金富弼(1516~1577)先生创建的由别堂正寝祠堂斋舍仓库等构成。
