여행지이름,주소,태그,전화번호,홈페이지,영업일,OVERVIEW
37. 갯벌부흥펜션,충청남도 태안군 남면 진산1길 195-14,#숙박#충청권#태안숙소#펜션,041-675-1262,<a href="http://mudpension.com" target="_blank" title="새창 : 갯벌부흥펜션 홈페이지로 이동">http://mudpension.com</a>,,진산은 아름다운 관광의 명소  태안에서도 빼어난 경치로 많은 사람들이 찾고 있다. 또한 TV 드라마 사극 등에서의 촬영지로도 유명한 곳이다. 진산에 위치한 갯벌부흥펜션은 총 7개의 객실에서 여행을 좀 더 즐겁고 편하게 즐길 수 있도록 모든 편의시설을 갖추었다. 또한 객실에서 내려다보는 진산 앞바다의 경치는 또 하나의 즐거움이 된다. 눈으로 보는 여행이 아니라 직접 갯벌체험도 할 수 있어 어른은 물론 어린이에게도 좋은 경험이 되고  직접 잡은 조개도 바로 구워 먹을 수 있어 정말 잊지 못할 추억이 된다.  출발할 때의 설렘이 헛되지 않기 위해 양질의 서비스를 제공하고 있다. 갯벌부흥펜션은 즐겁고 행복 가득한 손님의 가정이 편히 쉬다 갈 수 있는 곳이다.
38. 바다마을이야기,충청남도 태안군 이원면 원이로 2909-19,#숙박#충청권#태안숙소#펜션,041-675-6215,<a href="http://www.seavil.co.kr" target="_blank" title="새창 : 바다마을이야기 홈페이지로 이동">http://www.seavil.co.kr</a>,,충북 태안에 자리 잡은 바다마을이야기는 알싸한 바다 내음이 물씬 풍기는 펜션이다.
39. 수경당펜션,경기도 양주시 백석읍 권율로 883-1,#경기도#숙박#양주숙소#펜션,031-871-3320,<a href="http://www.skdpension.com" target="_blank" title="새창 : 수경당펜션 홈페이지로 이동">http://www.skdpension.com</a>,,한옥집에서 자본적이 있는가? 아마 요즘 그럴 기회가 거의 힘들 것이다. 대부분 한옥을 생각하면 불편하다고 생각하는데 한옥의 진짜 참맛을 몰라서  하는 소리다. 장흥을 지나 기산유원지로 올라가다 보면 에루화라는 참숯가마 안에 자리 잡은 수경당은 바로 대청마루에서 저수지가 한눈에 내려다 보이고  물  흙  바람  나무가 공존하는 지리적으로나 풍수적으로도나 명당이라 부를 수 있다. 처음 입구에 들어서면 민속촌에서나 본 듯한 큰  대문이 자리하고 그 대문을 지나 마루로 들어서면 넓은 정원과 테라스 또 한눈에 내려다 보이는 저수지가 예전 선비들이 풍류를 즐기던 서원에 온듯한  착각이 든다. 별채(수경당)와 6개의 황토방으로 이루어진 본채 별채(수경당)에 들어서면 사방이 창으로 나있어 저수지와 밤하늘의  별들을 볼 수 있고 내부 인테리어는 황토와 한지 그리고 나무를 잘 살려 현대식 찜질방에 온  듯한 기분이다. 본채의 방에서 문만 열면 넓은 정원과  저수지가 한눈에 굳이 나가지 않아서 물에 뜬 기분이다. 먼저 수경당에 왔으면 해야 할 일이 하나 있다. 수경당 옆에 위치한 에루화에서  전통 숯가마를 그대로 살린 대나무 참숯가마 찜질을 하고 참나무 장작 회전가마 바비큐로 구운 오리고기를 먹고 야외에 마련된 족욕장에서 족욕을 하고  수경당에 와서 한숨 자고 나면 여기가 천국이요 무릉도원이다. 
40. 월악펜션빌 마네의집,충청북도 제천시 한수면 미륵송계로3길 46-23,#숙박#제천숙소#충청권#펜션,043-653-5454,<a href="http://www.wolakpensionvil.com" target="_blank" title="새창 : 월악펜션빌 홈페이지로 이동">http://www.wolakpensionvil.com</a>,,산 그리고 숲과 계곡  옛 명승지와 함께하는 휴펜션-월악펜션빌 도시생활에 지친 당신의 편안한 휴식처가 되어줄 월악산 국립공원 내에 위치하고 있다. 
41. 월악펜션빌 고흐의집,충청북도 제천시 한수면 미륵송계로3길 46-23,#숙박#제천숙소#충청권#펜션,043-653-5454,<a href="http://www.wolakpensionvil.com" target="_blank" title="새창 : 월악펜션빌 홈페이지로 이동">http://www.wolakpensionvil.com</a>,,산 그리고 숲과 계곡  옛 명승지와 함께하는 휴펜션-월악펜션빌 도시생활에 지친 당신의 편안한 휴식처가 되어줄 월악산 국립공원 내에 위치하고 있다. 
42. 파인빌펜션,제주특별자치도 서귀포시 칠십리로 376,#서귀포숙소#숙박#제주도#펜션,064-732-8111,<a href="http://www.pinevill.com" target="_blank" title="새창 : 파인빌 펜션 홈페이지로 이동">http://www.pinevill.com</a>,,파인빌은 건물 주위를 푸른 소나무 숲과 감귤 밭으로 둘러싸여 있으며  전객실이 바다 전망으로 소나무 숲의 상쾌함과 탁트인 바다의 시원함을 함께 즐길 수 있는 유럽풍 별장형 고급펜션이다.
43. 샤뜰레 펜션,제주특별자치도 서귀포시 서호호근로46번길 68,#서귀포숙소#숙박#제주도#펜션,064-738-9852,<a href="http://www.chatelet.co.kr" target="_blank" title="새창 : 샤뜰레펜션 홈페이지로 이동">http://www.chatelet.co.kr</a>,,자연과 하나 되어 숨 쉬는 제주 월드컵 경기장과 문섬  범섬   섬을 한눈에 볼 수 있는 서귀포시에 위치하고 있으며  지중해풍의 화사하고 예쁜 외관과 넓은 실내 공간  고급 자재로 구성된 인테리어를 갖춘 공인 휴양펜션이다. 야외 숯불 바비큐와 감귤농장 체험  실외 골프 연습장  야외수영장을 제공한다.
44. 한우리펜션,강원도 영월군 무릉도원면 술면길 6-5,#강원도#숙박#영월숙소#펜션,033-372-5041 & 010-9148-9723,<a href="http://www.hanwori.net" target="_blank" title="새창 : 한우리펜션 홈페이지로 이동">http://www.hanwori.net</a>,,상쾌한 바람과 시원한 자연 숲을 느낄 수 있는 언덕 위에 아담하게 세워져 있는 깨끗하고 조용한 곳이다. 뒤편으로는 상쾌한 숲이 우거져 있고 앞 편 아래의 작은 길 건너에는 산 정상부터 내려오는 깨끗하고 시원한 계곡이 있다.
45. 스프링힐 리조트,제주특별자치도 서귀포시 천제연로 292,#서귀포숙소#숙박#제주도#펜션,064-738-3077,<a href="http://www.springhill.co.kr" target="_blank" title="새창 : 스프링힐 리조트 홈페이지로 이동">http://www.springhill.co.kr</a>,,제주 스프링힐 리조트는 6천여 평의 넓은 감귤밭 속에 아름드리 야자수로 꾸며진 이국적인 정원과 멀리 마라도까지 한눈에 담아내는 바다를 조망할 수 있다. 또한 제주 여행의 메카 중문 관광단지에 인접해 있어 다양한 여행지를 둘러볼 수 있는 편리함을 동시에 갖추고 있다.  넓은 정원과 건물 사이사이의 야자수는 일상생활에서 맛보지 못한 새로운 세계를 보여주며 화이트의 새하얀 건물은 고객의 품격을 한층 더 높여준다. 눈부신 하늘과 맑은 바람 그리고 파란 바다를 바라보며 노란 감귤이 가득한 넓은 정원 사이를 거니는 여유는 환상의 섬 제주에서의 추억을 가슴에 선사한다. 슈페리어 25평과 로얄 35평으로 구성된 객실은 언제 들어서더라도 깨끗함과 안락함을 느낄 수 있도록 늘 준비되어 있으며 현대적인 감각에 발맞춰 모던하고 심플하게 꾸며져 있다. 넉넉한 여유를 느낄 수 있는 객실에는 다양한  설비를 갖추고 있으며  고객을 한 번 더 생각하는 서비스를 통해 편안하게 머무를 수 있도록 모든 편의를 제공하고 있다. 
46. 가자화이트펜션,강원도 영월군 무릉도원면 엄둔길 529-1,#가자화이트펜션#숙박#영월숙소#펜션,033-374-9466,<a href="http://jaws55.wixsite.com/gajawhite" target="_blank" title="새창 : 가자화이트펜션 홈페이지로 이동">http://jaws55.wixsite.com/gajawhite</a>,,가자화이트 펜션이 자리한 강원도 영월. 치악산을 지나 구봉대산  사자산  백덕산 등 크고 작은 산으로 둘러싸인 이곳에 주천강의 맑은 물이 자연의 아름다움을 한층 더한다. 
47. 산좋고 물좋고 펜션,경상남도 산청군 시천면 입선길 6,#경상권#산청숙소#숙박#펜션,010-9497-2119,<a href="http://산좋고물좋고펜션.net" target="_blank" title="새창 : 산좋고물좋고펜션 홈페이지로 이동">http://산좋고물좋고펜션.net</a>,,지리산의 정상 천왕봉을 가장 짧은 시간에 오를수 있는 등반코스 중산리가까이에 자리 잡고 있는 산좋고 물좋고 펜션은 푸른 산과 깨끗한 물이 있는 청정지역이다. 사계절 산과 계곡의 진수를 만끽하며 편안한 휴식을 즐길 수 있는 곳이다.
48. 제주 추억여행,제주특별자치도 서귀포시 태평로92번길 21,#서귀포숙소#숙박#제주도#펜션,064-739-7999,<a href="http://www.memorytour.com/" target="_blank" title="새창 : 제주 추억여행 홈페이지로 이동">http://www.memorytour.com/</a>,,추억여행펜션은 서귀포의 절경과 함께 여행객들의 편안한 쉼터이다. 산책로를 따라 걷다 보면 제주의 절경의 주상절리를 만나 볼 수 있고  산책로에서 바라보는 범섬의 모습이 또 하나의 절경을 연출한다. 수많은 관광지와 근접해 있어 편안한 여행을 할 수 있으며  다양한 편의 시설로  여행 객들을 맞이할 준비가 되어 있다. 
49. 드림힐펜션,강원도 영월군 영월읍 봉래산로 339-6,#강원도#숙박#영월숙소#펜션,033-375-1234,<a href="http://www.ywhill.com" target="_blank" title="새창 : 드림힐펜션 홈페이지로 이동">http://www.ywhill.com</a>,,수공식 통나무집으로 원목 상태에서 껍질만 벗겨 일일이 손으로 가공하기 때문에 손상을 최소화할 수 있어서 가장 이상적인 통나무집이다.  온돌상판 은 맥반석의 재질로 온돌층 최상단에 위치하여 온돌바닥을 형성하여 난방시 원적외선 방사 곰팡이 및 바퀴벌레 등 해충 서식을 억제하며 강알카리의 시멘트독을 억제하고 바이오 세라믹 효과 증대하므로 안락한 수면을 취할 수 있다.
50. 물소리펜션,경기도 양평군 옥천면 용천로 1038,#경기도#숙박#양평숙소#펜션,031-774-1266,<a href="http://www.pensionmulsori.co.kr" target="_blank" title="새창 : 물소리펜션 홈페이지로 이동">http://www.pensionmulsori.co.kr</a>,,유명산 휴양림 어비계곡 상류에 자리 잡은 물소리 펜션은 유명산  용문산  대부산으로 둘러싸인 멋들어진 풍경과 맑고 깨끗한 계곡이 조화를 이루고 있다. 푸른 잔디 위에 우뚝 솟은 흰색의 독특한 건물은 유럽풍의 이미지를 풍기며 청정자연의 맑은 공기를 마시며 편안하게 휴식할 수 있는 곳이다. 2인용 커플실에서부터 최대 6인까지 수용할 수 있는 패밀리룸 등의 다양한 객실이 마련되어 있으며  사계절 어느 때나 편안하게 이용할 수 있는 바비큐장과 펜션 앞마당에서 아름다운 추억을 만들 수 있는 캠프파이어장이 마련되어 있다. 펜션 옆의 직접 가꾼 텃밭에서는 여러 가지 무공해 야채들을 재배해 직접 채취하며 먹는 재미도 있다. 또 어비계곡이 가까이 있어 여름에는 시원한 물놀이와 낚시도 즐기는 등 다양한 볼거리와 즐길 거리를 제공한다. 
51. 제주 나폴리펜션,제주특별자치도 서귀포시 이어도로 139,#서귀포숙소#숙박#제주도#펜션,064-738-4820,<a href="http://www.jejunapoli.com" target="_blank" title="새창 : 제주나폴리펜션 홈페이지로이동">http://www.jejunapoli.com</a>,,제주도에 숨은 작은 이탈리아라 불리는 나폴리펜션은 파란 하늘과 바다가 있어 여름휴가의 명소가 된 제주도 서귀포 일대에 자리 잡고 있다. 
52. 제주태흥리조트,제주특별자치도 서귀포시 남원읍 태위로 988-6,#서귀포숙소#숙박#제주도#펜션,064-764-8118~9,,,꿈과 낭만의 섬 제주 서귀포시 남원읍 태흥 포구에 위치한 태흥리조트는 새소리와 파도소리가 들리는 아늑한 실내 인테리어로 달콤한 휴식을 취할 수 있는 숙소이다. 태흥 포구와 맞닿아 있어 모든 객실에서 바다가 내려다보이도록 설계를 했다. 모든 객실은 깨끗한 시설로 편안함을 느낄 수 있도록 했으며 천혜의 자연이 어우러진 곳이다. 모든 객실에서 볼 수 있는 일몰과 일출은 그 장관이 이루 말할 수 없이 멋지다. 4가지 크기의 객실들이 준비되어 있고 모든 부대시설이 갖추어져 있어 내 집에 있는 듯 불편함 없는 생활을 할 수 있다. 특히 83㎡의 객실은 룸 한개  거실 한 개의 구조로서 특히 젊은이들에게 인기가 높은 객실 형태이다. 여름철의 경우 젊은 대학생들이 삼삼오오 와서 자전거 하이킹을 통하여 1박을 하는 경우 저렴하기 때문에 가장 많이 이용하는 평수이다. 관광은 제주시권  동부권  서부권  서귀포시권으로 크게 나누어 관광하면 모든 관광지를 꼼꼼히 둘러볼 수 있다.
53. 호수펜션산장,경기도 양평군 지평면 어영골길 29,#경기도#숙박#양평숙소#펜션,031-774-1974,<a href="http://www.hosusanjang.com" target="_blank" title="새창 : 호수펜션산장 홈페이지로 이동">http://www.hosusanjang.com</a>,,호수펜션산장은 워크샵  가족모임  친구모임  대학동아리  각종음악동아리  종교모임등 오직 한팀만 사용하는 조용한 독채펜션이다. 약 1000여평의 넓은터로 호수펜션주위에 다른 펜션이 없어 조용하다. 다른사람의 간섭이 없는 나만의  우리들만의 공간으로 멋진 낭만과 즐거운 추억을 갖게 된다. 호수펜션산장 바로 뒤에 약 1시간30분정도의 등산코스가 있다.  
