이름,주소,태그,전화번호,홈페이지,운영시간,이미지,소개
187. 점봉산 곰배령,강원도 인제군 기린면 곰배령길 12,#가족과함께#강원권#관광지#자연#점봉산곰배령#트레킹,생태탐방센터 033-463-8166 (월/화 휴무) 인제국유림관리소 033-460-8026,산림청  http://www.forest.go.kr ,매주 월·화요일,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=465f73dc-2e15-4568-b27c-5e90536a015b,곰배령의 매력은 웅장하지도  그렇다고 화려하지도 않은 소박한 아름다움  누군가의 말처럼 화장하지 않은 젊은 처자의 수더분하고 맑은 모습 그대로다. 깊은 산속에서 발견된다는 금강초롱이 수줍은 듯 모습을 드러내고  아무렇게나 우거진 나무들 때문에 앞이 제대로 보이지 않는 오솔길이 군데군데 뻗어나 있다.  곰이 배를 하늘로 향하고 벌떡 누워있는 모습을 하고 있어서 붙여진 지명이다. 해발 1 100m 고지에 약 165 290m²(5만평)의 평원이 형성되어 있으며 계절별로 각종 야생화가 군락을 이뤄 만발하여 마치 고산화원을 방불케한다. 봄에는 얼러리꽃  여름에는 동자꽃  노루오줌  물봉선  가을에는 쑥부랑이  용암  투구  단풍 등이 자태를 뽐내고 있다.  곰배령은 경사가 완만하여 할머니들도 콩자루를 이고 장보러 넘어다니던 길이다. 가족단위의 탐방코스로 훌륭할뿐 아니라 죽기 전에 가보아야할 아름다운 산으로 소개되고 있다.    * 주요 야생화 - 꽃개회나무  구절초  금강초롱꽃  바람꽃  당양지꽃  ※ 점봉산 정상에서 남동향 곰배령을 중심으로 희귀 야생화 및 산약초  산채류 등이 다량 분포되어 있으며  1987년부터 산림유전자원보호구역으로 지정·고시하여 입산통제하여 관리하고 있다.
188. 우계당서원,경상남도 산청군 차황면 친환경로3612번길 108,#경상권#관광지#교과서속여행#문화재#서원#역사#역사관광지#역사를품은곳#역사문화재#역사속#역사속으로#역사유적#역사유적지#역사이야기#역사탐험#우계당서원,산청군 문화체육과 055-970-6413,산청 문화관광  http://www.sancheong.go.kr/tour/index.do   문화재청  http://www.cha.go.kr ,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=6812a6cc-1e5b-4fb1-aa5f-b629f6f4242a,조선 전기 유림들이 학문 교육을 위한 서원으로 세웠으나 지금은 위패를 모시고 제사를 지내는 사당으로 쓰고 있다. 앞면 6칸·옆면 3칸 규모이며  지붕은 옆에서 볼 때 여덟 팔(八)자 모양을 한 팔작지붕이다. 높은 기단 위에 앞면과 좌우 옆면에 툇마루를 놓고 난간을 두어 누각과 같은 형태를 하고 있다. 대들보를 통째로 사용하여 견고하고  좌우의 온돌방에는 아궁이를 두어 굴뚝을 기단면으로 나오게 한 특이한 구조를 이루고 있다. 
189. 점봉산,강원도 인제군 인제읍 한석산로 2221-101,#강원권#관광지#등산#산#자연#점봉산,설악산국립공원사무소 033-636-7700   탐방시설과 033-636-5546    오색분소 033-672-2883,설악산국립공원  http://seorak.knps.or.kr ,연중무휴,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=430a7dd1-a339-4ab4-89cc-1909fb9fe111,한계령 남쪽으로 보이는 점봉산은 1426.0m로 설악산 대청봉과 남북으로 마주보며 설악산 국립공원의 일부를 이루고 있다.
190. 연화산도립공원,경상남도 고성군 개천면 연화산1로 544,#관광지#자연,055-673-4101,고성군 문화관광  http://visit.goseong.go.kr ,※ 기상여건에 따라 출입통제 가능,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=b11679f3-f2e6-43ad-8d25-a78a0cbc0379,경남 고성읍 서북쪽 12km 거리에 있는 높이 524m의 산으로 옥녀봉  선도봉  망선봉의 세 봉우리로 이루어져 있다. 북쪽 기슭에는 유서깊은 옥천사와 백련암  청연암  연대암 등의 암자가 있으며 특산물로는 송이버섯과 산딸기 등이 유명하다.  연화산은 도립공원이지만 산세와 자락이 예상보다 장엄하거나 넉넉한 편은 아니다. 수수하고 아기자기한 산이라는 표현이 걸맞다. 연화산 탐방의 의미는 옥천사 답사에 있다고 봐야 할 것이다. 연화산에 오르면 남쪽으로 당항포의 쪽빛 바다가 보이고 연봉 속에 파묻힌 옥천사의 전경도 눈에 들어온다. 옥천사 대웅전 뒤에 위치한 옥천샘은 사시사철 마르지 않고 항상 수량과 수온이 일정하며 이 샘의 물은 위장병  피부병에 효험이 있다고 전해진다. 1948년 샘 위에 옥천각을 세워 보존하고 있다.  * 주요문화재 - 보물 495호 옥천사 「임자명 반자」
191. 팔공산자연공원(동화사지구),대구광역시 동구 팔공산로199길 6-1,#관광지#자연,동대구역관광안내소 053-939-0080,,연중무휴,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=6e419f10-83ff-43e9-a1ab-b4798e45eb56,* 자연과 사찰의 조화  팔공산자연공원(동화사지구) * 팔공산은 대구광역시의 중심에서 북동 방향으로 약 20km 지점에 태백산맥이 남으로 힘차게 내딛다가 낙동강과 금호강이 만나는 곳에 우뚝 멈추어 장엄하게 솟은 산으로 해발 1192.3m의 비로봉을 중심으로 동봉(일명:미타봉 1 155m)과 서봉(일명:삼성봉 1 150m)이 어깨를 나란히 웅자를 겨루고 있으며 행정구역으로는 대구광역시 동구에 속하고 영천시  경산시  칠곡군  등 4개 시.군을 경계로 총면적이 30.593㎢이다. 팔공산은 신라시대에는 부악(父岳)  중악(中岳) 또는 공산(公山)이라 했으며  고려시대에는 “공산”이라고 하다가 조선시대에 들어 지금의 팔공산이라는 이름으로 불리고 있다. 또한  이곳은 불교 문화의 중심지로서  대한불교 조계종 제9교구 본사인 동화사를 비롯한 수많은 사찰이 산재해 있으며 많은 기암과 계곡이 있어 봄에는 진달래 영산홍이 피고 여름에는 울창한 숲과 맑은 물이 흐르고 가을은 아름다운 단풍거리가 순환도로를 따라 16.3km에 걸쳐 전개되어 진풍경을 연출하고 있으며  겨울은 설경과 설화가 아름답게 조화를 이루는 곳으로  팔공산은 연중 볼거리가 풍부하여 탐방객이 끊이지 않는 명산이다.  * 동화사에 대하여 * 동화사는  에 493년(신라 소지왕 15년)에 극달(極達) 스님이 창건하여 유가사(瑜伽寺)라 부르다가 832년(흥덕왕 7년) 심지(心地)대사가 중창할 때 겨울철이었는데도 절 주위에 오동나무 꽃이 만발하여 그때부터 동화사(桐華寺)로 고쳐 불렀다고 한다.  에는 진표율사의 사상을 계승한 심지(心地)스님이 팔공산에 와서 절을 세우니 곧 동화사 첨당(籤堂) 북쪽의 우물이 있는 곳이라는 기록이 있다. 현존하는 건물은 대부분 영조때 세운 것으로  대웅전을 비롯하여 연경전.천태각.영산전.봉서루.심검당.응향각 등이 있으며  이 절에 딸려있는 암자로는 금당암.비로암. 내원암.부도암.양진암.염불암 등이 있다. 이 절에는 6점의 보물을 비롯하여 1992년에 완성된 통일약사여래대불 등 많은 문화유산이 있다. 이 절은 대한불교 조계종 제9교구 본사이다.
192. 팔공산자연공원(갓바위지구),대구광역시 동구 갓바위로 229,#관광지#자연,동대구역관광안내소 053-939-0080,,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=11659e22-dffd-4313-b089-260209fae69f,* 자연이 아름다운 곳  팔공산자연공원(갓바위지구) * 팔공산은 대구광역시의 중심에서 북동 방향으로 약 20km 지점에 태백산맥이 남으로 힘차게 내딛다가 낙동강과 금호강이 만나는 곳에 우뚝 멈추어 장엄하게 솟은 산으로 해발 1192.3m의 비로봉을 중심으로 동봉(일명  미타봉 1 155m)과 서봉(일명  삼성봉 1 150m)이 어깨를 나란히 웅자를 겨루고 있으며 행정구역으로는 대구광역시 동구에 속하고 영천시  경산시  칠곡군  등 4개 시.군을 경계로 총면적이 30.593㎢이다.  팔공산은 신라시대에는 부악(父岳)  중악(中岳) 또는 공산(公山)이라 했으며  고려시대에는 “공산”이라고 하다가 조선시대에 들어 지금의 팔공산이라는 이름으로 불리워지고 있다. 또한 이 곳은 불교 문화의 중심지로서  대한불교 조계종 제9교구 본사인 동화사를 비롯한 수많은 사찰이 산재해 있으며 많은 기암과 계곡이 있어 봄에는 진달래 영산홍이 피고 여름에는 울창한 숲과 맑은 물이 흐르고 가을은 아름다운 단풍거리가 순환도로를 따라 16.3km에 걸쳐 전개되어 진풍경을 연출하고 있으며  겨울은 설경과 설화가 아름답게 조화를 이루는 곳으로  팔공산은 연중 볼거리가 풍부하여 탐방객이 끊이지 않는 명산이다.  팔공산은 경산시의 북쪽에 위치한 해발 1192.3m의 높은 산으로 신라시대에는 중악  부악으로 알려진 명산이다. 이곳에는 관봉석조여래좌상(갓바위)  원효사  천성사  불굴사 등 신라 고찰과 문화유적이 많다.  * 갓바위에 대하여 * 갓바위는 해발 850m의 팔공산 관봉에 병풍처럼 둘러쳐진 암벽을 배경으로 조성된 높이 4m의 거대한 원각상(圓刻像)이다. 두께 15㎝정도의 갓 모양의 자연 판석을 올려놓은 머리는 육계가 뚜렷한 소발(素髮)이며 두 손의 모양은 석굴암 등 8세기 불상에서 유행하는 항마촉지인(降魔觸地印)과 유사한데  왼손에 작은 약호(藥葫)를 든 것으로 미루어 약사여래상(藥師如來像)으로 추정된다. 근엄한 얼굴 거대한 체구에 밀착되어 흐르는 통견(通肩)의 유려한 옷 주름선이 선각화(線刻化)되어 상현좌(裳懸座)를 이루었으나 긴장감과 탄력성이 다소 배재된 점에서 9세기의 거대한 불상군을 대표하는 걸작품의 하나로 생각되며 보물 제431호로 지정되어 있다.“지성으로  기도하면 한가지 소원을 이루어 준다”는 전설이 있어 이른 새벽부터 치성객들이 줄을 잇고 특히 입시철과 1월 1일에는 기도 및 해돋이 인파로 붐비는 곳이다.
193. 미니네,서울특별시 중구 다산로 219-1,#맛집#음식,02-2232-4425,,둘째 넷째 월요일 / 명절 전날 및 당일,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=7bd659be-c08e-4ecc-b760-eda8b7b2ef23,※ 영업시간 00:00 ~ 24:00  1988년 문을 연 집이다. 20년 정도 됐으나 이 거리에서는 역사가 짧은 편이다. 학생들이 많이 찾는다.
194. 한천서원,대구광역시 달성군 가창면 가창동로 117,#경상권#관광지#교과서속여행#서원#역사#역사공부#역사관광지#역사를품은곳#역사문화재#역사속#역사속으로#역사유적#역사유적지#역사이야기#역사탐방#역사탐험#한천서원,대구 달서구 문화체육관광과 053-667-2194,,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=6cc9ab4b-6db1-4e5b-8d63-cd5937c0da11,1717년(숙종 43)에 지방유림의 공의로 송시열(宋時烈)의 학문과 덕행을 추모하기 위하여 창건하여 위패를 모셨다. 1726년(영조 2)에 ‘한천(寒泉)’이라는 사액을 받았다. 선현배향과 지방교육의 일익을 담당하여오던 중 대원군의 서원철폐령으로 1871년(고종 8)에 훼철된 뒤 복원하지 못하였다. 현재는 한천정사(寒泉精舍)와 충청북도기념물 제46호로 지정된 영동송우암유허비(永同宋尤庵遺墟碑)만 남아 있다. 
195. 들국화,서울특별시 중구 퇴계로76길 61,#맛집#음식,02-2235-2967,,둘째 넷째주 화요일 / 명절 전날 및 당일,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=5ca7ff4b-13c9-4e6e-a0f5-5bdadac4166c,※ 영업시간 09:30 ~ 05:00  중·고등학교 때 떡볶이를 먹으러 다녔던 사람들이 중년의 단골이 되어 계속 찾는 집이다.
196. 천성산,경상남도 양산시 하북면,#관광지#자연,양산시청 055-392-2114,,연중무휴,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=9222f05e-cf30-4cad-89a4-b0a4993ab2df,* 소금강산이라 불리는 산  천성산 * 가지산도립공원 구역 내에 있는 해발 920.2m인 천성산. 천성산은 예로부터 깊은 계곡과 폭포가 많고 또한 경치가 빼어나 금강산의 축소판이라고 불리었다. 천성산의 유래는 원효대사가 천명 대중을 이끌고 이곳에 이르러 89암자를 건립하고 화엄경을 설법하여 천명 대중을 모두 득도하게 한 곳이므로 그 이름을 천성산(千聖  천명의 성인)이라 전해진다.  동쪽으로는 양산시 웅상읍  서쪽으로는 양산시 상북면에 접해 있으며 산 아래 서북쪽에 내원사가 위치해 있다. 또한 천성산에는 화엄늪과 밀밭늪이 있다. 이곳은 희귀한 꽃과 식물(끈끈이 주걱)등 곤충들의 생태가 아직 잘 보존되어 있어 생태계의 보고를 이루고 있다. 또한  봄이면 진달래와 철쭉꽃이 만산홍을 이루고  가을이면 긴 억새가 온 산을 뒤덮어 환상의 등산코스로 각광받고 있다. 그리고 이곳 정상은 한반도에서 동해의 일출을 가장 먼저 볼 수 있는 곳으로 유명하여  전국에서도 해돋이 광경을 보기 위해 많은 관광객이 찾고 있는 곳이기도 하다.
197. 천태산,충청북도 영동군 양산면 누교리,#관광지#자연,영동군청 문화체육정책실 043-740-3205~7,영동 문화관광  http://tour.yd21.go.kr ,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=a114859f-9f15-4104-9ccb-4187054b3857,해발 714.3m의 천태산은 뛰어난 자연경관과 잘 정돈된 등산로 그리고 주변에 많은 명소가 산재되어 있어  등산 동호인들의 사랑을 받고 있으며   가족단위 등산지로 각광을 받는 곳이다.  특히 양산팔경이 이곳 천태산 영국사를 제 1경으로 시작되고 많은 문화유적들이 그 신비함을 더해주는 곳이다. 천태산은 4개의 등산코스로 이루어져 특히 75m의 암벽 코스를 밧줄로 오르는 맛은 결코 빼놓을 수 없는 천태산만이 갖고 있는 매력이기도 하다.  천태산의 입구에서 가을 단풍길을 따라 20여 분 가다보면 기암절벽에서 쏟아져 내리는 용추폭포의 빼어난 절경을 맛볼 수 있으며  조금 더 길을 걸으면 1 300 여년 동안이나 이산을 지키고 있는 영국사의 은행나무 (천연기념물 제 233호)의 뛰어난 자태를 엿볼수 있다.  영국사는 신라 문무왕 8년 원각대사가 창건하였고 그 후 효소왕이 육궁백관을 인솔하고 피난했다는 전설이 있는 옥새봉과 육조골이 있고   고려 문종때 대각국사가 국창사라 한 것을 공민왕이 홍건적의 난을 피하여 이곳에서 국태민안을 기원함으로써 국난을 극복하였다 하여 영국사라 개칭한 곳으로 지금은 청소년들의 역사 교육의 장으로 이용되고 있다.
198. 팔공산도립공원(은해사지구),경상북도 영천시 청통면 거조길,#관광지#자연,팔공산도립공원관리사무소 054-852-8031,팔공산도립공원  http://gbpalgong.go.kr ,※ 기상여건에 따라 출입통제 가능,,대구 도심에서 동쪽으로 22km거리에 대구시와 경상북도 4개 시군에 걸쳐있는 팔공산은 비로봉(1192.3m)을  가운데로 동봉(1 155m)과  서봉(1 041m)으로 줄기를 뻗고 있다. 천년이 넘은 동화사를 비롯한 수십개의 사찰과 암자가 있으며  울창한 수림  맑은 물이 흐르는 수 갈래의 계곡 속에 이른 봄의 진달래  늦봄의 영산홍   여름엔 후박 등이 청초하게 피어나고  가을에는 단풍과 활엽수  겨울의 설경 등이 신비의 경지를 이룬다.  동편에 영천 은해사가 위치하고 있는데 이 절은 조계종 제10교구의 본산으로 혜철국사가 신라 헌덕왕  원년(809)에 이곳 해안평에 창건하였고 조선 명종 원년(1546)에 천교화상이 이곳으로 이건하여 은해사라 하였다. 은해사에는 거조암  백흥암  운부암  중암암 등 8개의 암자와 국보 14호인 영산전과 보물 3점이 지정되어 있고 건들바위와 기기암의 장군수 및 안흥폭포가 있는 명승지다.   * 주요문화재   거조암 영산전(국보14호)  백흥암 극락전수미단(보물 486호)  운부암 청동보살좌상(보물514호)  백흥암 극락전(보물 790호)  괘불탱화(보물 1270호)
