인덱스,이름,주소,#태그,전화번호,홈페이지,운영시간/휴무일,이미지,입장료,주차시설,소개
41,강원도산림박물관,강원도 춘천시 화목원길 24,#강원도#춘천#관광지#박물관,033-248-6690~1,http://www.gwpa.kr,매월 첫째주 월요일 1월 1일 설날 추석 당일,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/0/AH0002_I_01.JPG&w=454&h=242,무료,200대 주차 가능무료주차,강원도립 화목원 내의 산림박물관에는 숲의 체험관 조수류 박제 어류 박제와 중생대에 서식했던 화석류 등을 전시하고 있다. 강원도에서 볼 수 있는 식물과 조류 포유류 등도 자세한 설명과 함께 만나볼 수 있으며 다양한 곤충들과 버섯 등 자연을 직접 을 보고 배울 수 있는 학습공간이다.
42,강원경찰박물관,강원도 춘천시 신샘밭로 361,#강원도#춘천#관광지#박물관,033-241-3295,https://www.gwpolice.go.kr/hall/sub01/sub01_01_01.jsp,매주 월요일 정부지정 공휴일,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/0/AH0001_I_01.JPG&w=454&h=242,무료,20대 주차 가능무료,강원경찰박물관은 조선 성종2년 포도청을 세우면서 치안활동에 사용한 장구로부터 일제시대의 민족 수난기와 6.25전쟁시 희생을 감내하면서 주민을 보호한 애환이 서린 유물을 비롯하여 안정속에서 경제발전의 기름이 된 경찰활동과 국민의 봉사경찰로서 희망과 번영의 계기를 마련하여 세계로 향하는 발자취를 시대별로 전시하였고 경찰주요유물을 주제별로 구분 경찰의 변천과정과 발전내용을 한눈에 볼 수 있도록 진열하여 산교육장으로 만들었다. 
43,춘천인형극장,강원도 춘천시 영서로 3017,#강원도#춘천#관광지#문화,033-242-8450 033-24,http://www.cccf.or.kr,매주 월요일,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/0/AG0004_I_10.JPG&w=454&h=242,무료,120대 주차 가능무료주차,춘천시는 ‘문화의 도시‘ 춘천의 위상을 세우고자 춘천인형극장 건립을 추진하여 2001년 5월 4일 춘천시 사농동에 개관하였다. 춘천인형극장은 국내 유일의 인형극을 중심으로 한 어린이극장으로서 수준 높은 공연 프로그램을 통해 국내 인형극계를 선도하며 어린이를 위한 적극적 문화공급자로서의 기능을 하고 있다.
44,춘천예술마당,강원도 춘천시 서부대성로 71,#강원도#춘천#관광지#문화,033-243-4360,,연중개방,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/0/AG0003_I_01.JPG&w=454&h=242,무료,20대 주차 가능무료주차,춘천시민들에게 예술문화 참여의 기회를 높이고 있는 춘천시 예술마당은 시청사 뒤편에 위치하여 대중교통의 이용이 편리하고 근방에 춘천시내 중고등학교 와 주거지 공공기관 상업용 빌딩이 밀집해있어 춘천시민 누구나 쉽게 찾아 올 수 있는 접근성이 높은 곳이다.
45,김유정문학촌,강원도 춘천시 실레길 25,#강원도#춘천#관광지#문화,033-261-4650,http://www.kimyoujeong.org,매주 월요일 1월 1일 설날 추석 당일,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/0/AG0002_I_01.JPG&w=454&h=242,무료,30대 주차 가능무료주차,김유정 문학촌은 봄봄 동백꽃 금 따는 콩밭 등 우리나라 근대 단편문학에 있어 빼놓을 수 없는 작가 김유정의 흔적을 만날 수 있는 마을이다. 강원도 춘천시 실레마을은 김유정의 고향으로 이곳에 조성된 김유정문학촌은 김유정의 생가를 복원하고 전시관을 마련하여 김유정의 생애와 작품세계를 기리고 있다.
46,KT&G상상마당,강원도 춘천시 스포츠타운길 399번길 25,#강원도#춘천#관광지#문화,033-818-3200,http://www.sangsangmadang.com,연중개방,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/0/AG0001_I_04.JPG&w=454&h=242,무료,주차 가능무료주차,‘호반의 도시’ 춘천의 명소인 의암호를 바라보는 삼천동 언덕에 마치 날개를 편 나비처럼 살포시 내려앉은 건물이 있다. 이 건물은 1980년 5월 24일 ‘강원 어린이회관’으로 지어졌다. 강원도가 1979년 세계 어린이의 해를 기념하며 지은 건물로 20세기 한국 건축의 거장 고 김수근(1931~1986)의 작품이다. 춘천 KT&G 상상마당은 신진예술가들이 자유로운 창작활동을 할 수 있도록 창작공간이 구비되어 있으며 공연 및 전시 문화예술 강의 등을 통해 시민들과 다양하게 소통하고 있다.
47,레일바이크,강원도 춘천시 김유정로 1385,#강원도#춘천#관광지#레저스포츠,033-245-1000,http://www.railpark.co.kr/,연중개방,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/0/AF0011_I_01.JPG&w=454&h=242,무료,100대 주차 가능무료주차,멈춰버린 경춘선에 새로운 생명을 불어넣어 달리고 있는 춘천 레일바이크는 추억과 낭만이 있는 강촌에서 서정적 문학을 느낄 수 있는 김유정 테마의 터널과 수려한 북한강의 절경을 즐길 수 있는 강촌레일바이크로 춘천시민 뿐만 아니라 춘천을 찾는 관광객들에게 인기가 굉장히 많다.
48,광명낚시터,강원도 춘천시 박사로 71-11,#강원도#춘천#관광지#레저스포츠,033-243-5127,,연중개방,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/0/AF0008_I_01.JPG&w=454&h=242,평일 60000원 / 주말 80000원,8대 주차 가능무료주차,수몰나무와 각종 수초가 어우러져 멋진 경치를 자아내고 있으며 비교적 수심이 얕아 붕어낚시터로 좋은 여건을 갖추고 있다. 좌대시설이 잘 갖춰져 있어 낚시인들이 이용하기 아주 편하며 일반 나들이 관광객들도 사용하기 좋다. 주의 사항으로는 수련이 많이 자라서 낚시줄에 감기거나 걸리는 경우가 많아 주의해서 낚시해야 한다.
49,거두리낚시터,강원도 춘천시 동내면 거두리 312-3,#강원도#춘천#관광지#레저스포츠,033-262-6995,,연중개방,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/0/AF0005_I_01.JPG&w=454&h=242,무료,주차 가능무료주차,춘천시 동내면 거두리에 위치한 민물낚시터로 자연산 잉어와 붕어 등의 낚시를 사시사철 즐길 수 있는 곳이다. 청정도시 춘천의 아늑한 곳에서 멋진 경치를 감상하며 편안하게 낚시를 즐길 수 있다는 장점이 있어 낚시를 즐기는 강태공들에게 상당히 인기가 좋은 곳이다.
50,강촌레저 서바이벌,강원도 춘천시 남산면 방곡리 385번지,#강원도#춘천#관광지#레저스포츠,010-4858-0255,http://www.gcleisure.com/,연중개방,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/0/AF0003_I_01.JPG&w=454&h=242,무료,주차 가능없음,수도권과 그리 멀지 않아 여유롭게 다녀 올 수 있는 강촌은 자연을 벗삼아 자전거를 타고 경치를 감상 할 수 있다는 장점이 있다. 이외에도 사륜바이크나 스쿠터 카트 등 각종 레저를 즐길 수 있는데 이중 단체 방문객들에게 가장 인기 있는 게임으로는 생생한 현실감이 스릴만점인 서바이벌 게임을 뽑는다.
51,봄내길 4코스,강원도 춘천시 서면 금산2길 21,#강원도#춘천#관광지#길,033-251-9363,http://www.bomne.co.kr/,연중개방,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/0/AE0007_I_01.JPG&w=454&h=242,없음,없음없음,봄내길은 춘천에서 대표적인 트레킹 코스로 이루어진 실레이야기길 석파령너미길 물깨말구구리길 의암호나들길 소양호나루터길 품걸리오지마을길 등 총 6개 코스로 이뤄졌다.봄내길 4코스의 코스경로는 ‘서면 수변공원→눈늪나루→둑길→성재봉→마을길→오미나루(경찰충혼탑 앞)→신매대교→호반산책로→소양2교→근화동 배터→공지천→어린이회관→봉황대’ 로 이루어진다. 그 총 거리는 142㎞ 정도이며 소요시간은 5시간 정도 이다.
52,봄내길 3코스,강원도 춘천시 당숲안길 81,#강원도#춘천#관광지#길,033-251-9363,http://www.bomne.co.kr/,연중개방,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/0/AE0006_I_02.JPG&w=454&h=242,없음,없음없음,호수와 산이 어우러진 트레킹의 최적지인 춘천의 대표적인 트레킹 코스는 봄내길이다. 봄내길 3코스는 ‘당림 초등학교→예현병원→석파령→덕두원(명월길)→수레너미(덕두원 2리 1905번 버스정류장 앞)→장절공 정보화마을→신숭겸묘역’ 까지고 그 거리는 187㎞ 정도이다. 소요시간은 5시간 정도이다.
53,봄내길 1코스,강원도 춘천시 실레길 25,#강원도#춘천#관광지#길,033-251-9363,http://www.bomne.co.kr/,연중개방,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/0/AE0004_I_10.JPG&w=454&h=242,없음,없음없음,춘천을 떠올리면 호수가 연상된다. ‘호반의 도시’를 수식어로 달고 있으니 어찌보면 당연한 일이다. 춘천은 외곽을 따라 이어지는 산봉우리와 능선에 쏙 안겨있는 분지이기도 하다. 호수와 산이 어우러진 트레킹의 최적지인 것이다. 춘천에서 대표적인 트레킹 코스는 봄내길 실레이야기길 석파령너미길 물깨말구구리길 의암호나들길 소양호나루터길 품걸리오지마을길 등 총 6개 코스로 이뤄졌다. 봄내길 1코스의 경로는 ‘김유정문학촌→산신각→저수지→금병의숙→마을안길→김유정문학촌’ 까지고 거리는 52㎞ 이며 2시간 정도 소요된다.
54,물레길,강원도 춘천시 스포츠타운길 113-1,#강원도#춘천#관광지#길,070-4150-9463,http://www.mullegil.org/,연중개방,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/0/AE0003_I_01.JPG&w=454&h=242,무료,300대 주차 가능무료,춘천의 물레길은 송암스포츠타운 내에 위치하여 3가지 코스로 나뉘어져 있고스카이 워크 전망대를 수면과 가장 가까운 위치에서 올려다 볼 수 있어 더욱 좋다. 돌아오는 길목에 있는 붕어섬 물풀 숲은 의암호수의 멋진 풍경을 감상하며 휴식을 취하기에 좋다. 그리고 마지막으로중도는 의암댐을 건설하면서 자연적으로 만들어진 섬으로 주변 자연경관이 아름답기로 유명하여 사계절 많은 관광객들이 찾는 춘천의 명소이다. 추천하는 관광방법으로는 중도선착장에서 내려서 중도의 아름다운 자연관경을 구경하는 것이 좋다. 또한 중도길에서는 붕어섬을 한눈에 볼 수 있고 춘천의 환상적인 드라이브 코스인 박사로와 삼악산을 즐길 수 있다.
55,구봉산 카페거리,강원도 춘천시 동면 순환대로 1154,#강원도#춘천#관광지#길,없음,http://tour.chuncheon.go.kr/,연중개방,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/0/AE0001_I_01.JPG&w=454&h=242,없음,주차 가능무료주차,호수만큼이나 산이 많은 춘천에서 해발 4413m의 구봉산은 춘천 야경이 아름다운 명소로 단연 일등이다. 산 중턱 즈음에서 춘천 시내의 모습을 한눈에 담을 수 있다. 구봉산 카페거리 는 1992년 동면 감정리에서 신동면 학곡리로 이어지는 춘천외곽도로가 생기면서 구봉산중턱으로 하나 둘씩 카페들이 들어서면서 지어진 이름이다.
56,제이드가든,강원도 춘천시 남산면 서천리 산 911번지,#강원도#춘천#관광지#화목원,033-260-8300,http://www.hanwharesort.co.kr/irsweb/resort3/tpark/tp_intro.asp?tp_cd=0400,연중개방,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/0/AD0002_I_01.JPG&w=454&h=242,성인 7000~8500원 / 청소년 5000~6500원 / 어린이 4000~5500원,주차 가능무료주차,‘숲 속에서 만나는 작은 유럽’을 모토로 한 제이드 가든은 제이드팰리스 골프장 부근 약 16만㎡ 규모로 24개의 테마로 조성됐다. 제이드 가든은 자연의 계곡 지형을 그대로 살려 화훼나 수목 건축 양식과 건물 배치 등을 유럽풍에 맞추었다. 약 5만평의 규모로 계곡 사이의 지형을 따라 길게 이어지며 만병초류와 단풍나무류 붓꽃류 블루베리 등 3000종의 식물을 보유하고 있다. 또한 드라이가든과 웨딩가든 이끼원 로도덴드론가든 등 모두 24개의 분원으로 나뉘어져 있다.
57,강원도립화목원,강원도 춘천시 화목원길 24,#강원도#춘천#관광지#화목원,033-248-6690~1,http://www.gwpa.kr,매월 첫째주 월요일 1월 1일 설날 추석 당일,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/0/AD0001_I_01.JPG&w=454&h=242,성인 700~1000원 / 청소년 500~700원 / 어린이 300~500원 ,200여대 주차 가능무료주차,공립수목원인 강원도립화목원은 1996년 조성을 시작하여 1999년에 완공되어 개장하게 되었다. 반비식물원 암석원 토피어리원 등 9개 주제원으로 구성되어 있으며 국립수목원으로부터 산림생명자원관리기관으로 지정되어 있다.
58,춘천 조각공원,강원도 춘천시 옛경춘로 880,#강원도#춘천#관광지#공원,033-250-3089,,연중개방,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/0/AC0001_I_01.JPG&w=454&h=242,없음,주차 가능무료주차,춘천시 공지천 주변에 조성된 공지공원은 공원내에 1997년부터 조각품을 설치하고 안락한 잔디밭으로 꾸몄져있는 곳이다. 조각공원의 넓이는 26928㎡이며 유명작가들의 조각품이 상시 전시되어 있는 곳이다.
59,옥동굴체험장,강원도 춘천시 금옥길 228,#강원도#춘천#관광지#이색체험,033-241-0300,http://sauna.oksanga.com,연중무휴,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/AY0057_I_01.JPG&w=454&h=242,대인 5000원 / 소인 4000원,주차 가능무료주차,춘천시 동면 금옥길에 있는 춘천 옥광산은 한국에서 유일하게 채광이 진행 중인 백옥광산으로 옥광산찜질방ㆍ옥동굴 체험장이 있는 옥에 특화된 세계 유일의 휴식공간이다. 옥벽에서 방사된 음이온이 가득한 약 150m 거리의 옥광산 갱도를 지나면 동굴 그대로를 보존한 옥동굴체험장이 있다. 실제 동굴 벽에 묻혀 있는 옥 원석을 볼 수 있으며 옥원석 체험 및 옥정수 시음도 할 수 있다.
60,소양로비석군,강원도 춘천시 소양로1가,#강원도#춘천#관광지#유적,033-250-3089,,연중개방,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/AM0063_I_01.JPG&w=454&h=242,무료,주차 가능무료주차,소양로비석군은 춘천의 향토문화재이다. 옛 고을의 수령이 이룬 공적을 기리기 위해 세운 여러 선정비들을 한데 모아둔 것이 바로 소양로비석군 유적지이다. 관찰사비 3기와 부사비 15기 군수비 2기 등 총 26기를 보유하고 있다.
61,소양호ㆍ소양댐,강원도 춘천시 신샘밭로 1128,#강원도#춘천#관광지#댐,033-242-2455,http://blog.naver.com,연중개방,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/AX0001_I_01.JPG&w=454&h=242,없음,주차 가능무료주차,크고 작은 계곡을 따라 맑고 깨끗한 물이 중앙으로 흐르고 있다. 산림 수종도 다양하여 계절에 따라 녹음 단풍 설경 등 자연 경관이 수려할 뿐만 아니라 야생동물이 다양하게 서식하고 있다. 춘천시에 위치한 소양호 소양댐에서 강원도의 매력을 충분히 느낄 수 있다.
