인덱스,이름,주소,태그,전화번호,홈페이지,운영시간/휴무일,이미지,입장료,주차시설,소개
961,한경면 조수1리 농어촌체험마을,한경면 조수1리,#체험관광#아이#흐림#사계절,064-773-1945,,,https://api.visitjeju.net/photomng/imgpath/201804/30/2f25256d-557d-4adb-b235-1bb10ad700c1.png,,,조수리는 일주도로와 중산간 마을을 연결하는 교통의 중심지에 위치하고 있고 옛 지명은 조호수 용선달리 등으로 불렸다.예전부터 물이 귀해서 마을 사람들이 물통을 파서 식수를 마련했다고 하여 붙여진 이름으로 지금도 마을 곳곳에는 예전에 파 놓았던 물통들이 남아있다.현재는 조수1리와 2리로 나누어 지고 있는데 예로부터 교육열이 높아 학식 높은 분들이 많았고 젊은 학자들이 많이 배출된 문촌이기도 하다.마을 청년회에서 운영하는 농산물 무인 판매소인 농부의 아침과 작은 송이동산이 빈천당은 농촌마을이 베푸는 따듯한 인심과 건강한 삶을 느끼게 해준다.​
962,월대천,제주특별자치도 제주시 외도2동 232-1,#아이#휴식#힐링#여름,064-728-4891,,,https://api.visitjeju.net/photomng/imgpath/201807/11/6f93e824-34f9-4c29-b09b-f4127cc60771.JPG,,,외도천이라고도 불리며 바다로 유입되는 하천이다.제주시 숨은 비경 31곳 중 하나로 선정되었고 아름다운 자연경관을 감상할 수 있다.하천 옆에 산책로가 있어 여유롭게 산책하기 좋다.
963,이달봉,제주특별자치도 제주시 애월읍 봉성리 산71-1,#일몰#오름#걷기#등산,064-710-6043,,,https://api.visitjeju.net/photomng/imgpath/201804/30/df1b4f3a-20e6-423d-a9bd-502a827a37fb.jpg,,,
964,올레산야초,제주특별자치도 제주시 애월읍 유수암리 3040,#휴식#힐링#체험관광#친구,064-739-0800,,연잎밥 정식은 예약 후 이용 가능 연잎밥 1인 20000원,https://api.visitjeju.net/photomng/imgpath/201810/23/c01a454d-6677-4879-8b45-5fde092f4868.jpg,,,제주도의 자연을 담은 밥상을 만날 수 있는 ‘올레산야초’. 100여 가지 약초를 발효하여 만든 효소액을 바탕으로 만든 건강한 상차림을 만날 수 있는 곳이다.치유의 섬 제주도의 청정자연. 산과 오름에서 채집한 산야초를 바탕으로 3년이 훌쩍 넘는 시간 동안 발효실에서 숙성을 거친 발효 효소액. 발효 숙성실로 들어가면 훅 퍼지는 발효취를 맡을 수 있다. 항아리마다 담은 날짜와 원재료명을 기재하여 철저하게 관리한다.이러한 과정을 거쳐 만들어낸 효소액과 직접 담은 된장 간장. 그리고 자연 그대로의 텃밭에서 수확한 재료로 만든 ‘연잎밥 정식’은 올레산야초에서 만날 수 있는 특별한 먹거리이다. 갖은 곡물들과 쌀을 연잎으로 감싸 쪄낸 연잎밥 효소를 활용한 상큼한 장아찌 직접 담은 된장으로 맛깔나게 끓여낸 된장찌개와 더불어 촉촉하게 구워낸 떡갈비가 한 상 푸짐하게 제공된다. 자연 그대로의 깔끔한 맛 덕에 찾는 사람들의 호평이 이어진다.연잎밥 정식은 1인 2만 원으로 예약 후에 이용할 수 있다. 효소는 정제 후 ‘노꼬메자임’과 ‘노고록자임’의 2가지 종류로 판매되고 있다. 직접 방문 혹은 인터넷 쇼핑몰에서 구매가 가능하다.
965,삼매봉,제주특별자치도 서귀포시 서홍동 819,#오름#걷기#등산,064-760-3192,,연중무휴,https://api.visitjeju.net/photomng/imgpath/201804/30/36001bfe-cc18-4d69-a542-87da8351c78a.jpg,,,​​​​​​​​울창한 소나무와 푸른 바다의 조화제주올레 6코스의 종점이자 7코스의 시작점인 서귀포 외돌개 앞에 위치한작은 오름 삼매봉은 시민공원으로 지역 주민들이 많이 찾는 곳이다.삼매봉 주변으로는 오름을 한 바퀴 돌아 정상으로 갈 수 있는 1.2㎞길이의 산책길이 나있다.작은 오름이라 힘들이지 않고 올라갈 수 있으며 서귀포 앞바다에 아름답게 떠있는범섬 문섬 새섬 섶섬 그리고 서쪽으로는 마라도와 가파도까지 한눈에 바라볼 수가 있다.​​​​​​​​울창한 소나무와 삼나무 등이 바다와 잘 어우러져 있는 모습이 일품이며한라산 능선과 서귀포 시내가 오묘하게 어울려진 풍경도 색다르게 느낄 수 있다.봉우리에 세워진 팔각정자인 남성정 앞에는 체력단련 시설이 있어주민들이나 관광객들이 가볍게 운동을 즐길 수도 있다.​​​​​​​​​​​​​​​​​
966,제주올레 7코스,제주특별자치도 서귀포시 서홍동 795-1,#올레#걷기#등산#친구#여름,064-762-2190,,,https://api.visitjeju.net/photomng/imgpath/201804/30/42d8d440-3072-4171-885d-6f608d74fc6d.jpg,,,​ 제주 올레 7코스는 서귀포시에 위치한 제주올레 여행자 센터를 출발하여 월평마을 아왜낭목까지 이어지는17.7km 길이의 해안길이다.약 5~6시간 소요되며 언덕길과 바윗길이 조금 험해 ‘중’정도의 난이도가 요구된다.7코스 시작 후 가장 먼저 만나게 되는 ‘칠십리 시공원’은 제주와 관련된 시를 바위에 새겨 꾸며 놓은 공원이다.상당히 넓은 규모로 산책로가 잘 갖춰져 있고 전망대에서는 수풀이 뒤덮인절벽 아래로 떨어지는 천지연 폭포와 새섬 새연교와 문섬을 볼 수 있다.칠십리 공원 안에는 한일우호 친선 매화공원이 있어 봄에 방문한다면 아름다운 매화의 향연을 무료로 감상할 수 있다.​​​​​​​​​​칠십리 시공원을 지나면 작은 삼매봉을 거쳐 외돌개를 만나게 된다.홀로 바다에서 누군가를 외롭게 기다리며 서있다고 해서 외돌개라 불리는 이 바위는 ​​​​​​​주변 해식절벽과 함께 어우러져 독특한 풍경을 자아낸다.외돌개를 지나 돔베낭길을 따라가면 그 끝에 대륜동 스토리 우체통이 기다리고 있다.엽서를 써 빨간 우체통에 넣으면 마을 주민들이 갈무리해뒀다가 1년 후에 보내주어 1년전의 추억과 함께 소소한 감동을 느낄 수 있다.​​​이어지는 길을 따라가면 올레꾼들이 뽑는 가장 아름다운 자연생태길인 수봉로가 나타난다.원래 덤불숲이었던 곳을 올레지기 김수봉 씨가 직접 삽과 곡괭이를 들고 길을 만들었다고 해서 붙어진 이름이다.수봉로에서는 구불구불한 소롯길의 운치를 느낄 수 있다.수봉로를 지나면 험한 바위 밭을 올레지기들이 손으로 하나하나 옮겨 산책길로 만든 일강정 바당올레를 마주하게 된다.검은 양탄자가 깔린 것처럼 검은 바위들이 펼쳐져 있으며 길 옆 곳곳에 돌조각을 만들어돌 공원이라고 불러도 좋을 정도로 아름다운 자연의 조각 작품들을 볼 수 있다.일강정 바당올레를 지나 은어가 서식한다는 강정천을 지나면 어느새 월평마을에 도착하게 되고​​​​​​​마을 안의 
967,초원승마장,제주특별자치도 서귀포시 상예로 349,#승마#액티비티#커플,064-738-0344,,연중 무휴 / 동절기 - 09:30~17:30,https://api.visitjeju.net/photomng/imgpath/201804/30/74657ff7-42d3-4c56-b38b-b752e2de3ec8.gif,,,​​​​​​​​​초원승마는 승마장 안의 트랙이 아닌 말을 타고 바깥으로 나가 우보악 오름을 오른 외승코스를 제공한다. 한라산과 중산간 서구포 해안 절경까지 내다 볼 수 있어 초보 및 애호가들의 호응을 받고 있다. 날씨가 좋은 날엔 코스에서 마라도까지 내다볼 수 있다.​​
968,쁘램 요가,제주특별자치도 제주시 연동 1372-3,#혼자#휴식#힐링#요가#플라잉요가#메디컬요가#빈야사요가#하타요가#테랍툴요가,064-702-7770,,원데이클래스 2만 원 (한 종류 한 타임에 한해 가능),https://api.visitjeju.net/photomng/imgpath/201809/03/de9512db-18b8-4553-a593-6033a20df4ba.jpg,원데이클래스 2만 원 (한 종류 한 타임에 한해 가능),,
969,제주오름승마랜드,조천읍 번영로 1734-15,#승마#액티비티#커플#맑음,064-782-1225,,,https://api.visitjeju.net/photomng/imgpath/201804/30/83e804d2-81dd-4c63-80f5-d42ba506d826.jpg,,,​​힐링승마에 메커라고 불리는 오름승마랜드에선 말을 타고 부대오름 주위를 돌아볼수 있는 승마코스를 체험할 수 있다.​ ​​ 말 두마리 당 관리자 한명이 붙어 에스코트를 해주기 때문에 초보자도 승마체험이 가능하다.말과 교감하며 느긋하게 제주도의 자연속을 거닐며 힐링을 즐길 수 있다.​
970,판포포구,제주시 한경면 판포리 2877-3,#포구#해변#문화유적지#친구#아이#여름,,,,https://api.visitjeju.net/photomng/imgpath/201804/30/2ebf7375-e643-4e29-a5d3-114eb0241806.jpg,,,제주도 서쪽 끝자락에 위치한 판포포구는 모래바닥이라 맑고 깨끗한 물색을 자랑하는 작은 포구다. 스노쿨링 장소로 유명해지면서 여름이면 맑은 스노쿨링을 하기 위한 관광객들로 성황이다. 무늬오징어가 잡히는 포인트로도 유명해 낚시꾼들도 자주 찾는다. 차로 7분거리에 일몰이 아름다운 신창풍차 해안도로가 있으니 판포포구에 왔다면 들려볼만 하다.​
971,느지리오름(망오름),제주 제주시 한림읍 상명리 산5,#맑음#걷기#등산,,,,https://api.visitjeju.net/photomng/imgpath/201812/19/a809a81b-e7b7-426a-85f8-c242dbc6f9f8.jpg,,,
972,병악현무암지대,제주특별자치도 서귀포시 안덕면 사계리,#해변#걷기#등산,,,,https://api.visitjeju.net/photomng/imgpath/201804/30/0bce9d6c-0408-441f-adc6-f78b7b602493.jpg,,,​​80만년 지구의 시간을 품은 지질트레일 B코스 중 하나인 산방산을 한바퀴 에둘러 용머리해안 일대가 파노라마로 펼쳐지는 산방산연대를 오르는 코스 중 소금막과 겨욱대 사이에 위치하고있는 주상절리 사이로 아담한 해변을 품고 있는 병악현무암지대​​병악현무암지대는 3만5000년 전 병악오름에서 분출한 용암이 9km를 흘러내리다 바닷가에서 멈춘 곳으로 주상절리가 발달되어있다. 주상절리에 둘러싸인 아담한 모래해변은 사람의 발길이 닿지 않은 비밀의 해변으로 영화속의 한 장면을 연출하고 있다. 꽃과 신록이 싱그러운 조붓한 지질트레일은 이내 사근다리오름을 오른다. ​​​​​​​​​​
973,싱계물공원,제주특별자치도 제주시 한경면 신창리 1322-1,#드라이브,,,연중무휴,https://api.visitjeju.net/photomng/imgpath/201804/30/42deea71-93b3-43f1-b307-dda246a5b0a1.jpg,,,​싱계물공원은 한경면 용수 ~ 신창 해안도로에 있는 곳으로 제주의 드라이브 코스로는 단연 손에 꼽히고 있는 명소다. 제주시 숨은 비경 중 하나로 선정되기도 했던 싱계물공원은 신창풍차해안이라는 이름으로 더 유명한 곳인데 주변의 풍력발전기들과 함께 그야말로 이국적인 풍경을 보여준다. 싱계물은 제주 사투리로 ‘새로 발견한 갯물’이라는 의미이며 갯물이라는 것은 용천수를 의미한다. 싱계물공원에는 예전에 목욕탕으로 쓰이던 곳이 있는데 돌담으로 남탕·여탕이 구분되어있으며 싱계물의 물은 용천수라 맑고 깨끗하며 시원하다. 인근엔 한국수산자원관리공단이 지정한 바다목장이 있다. 이 바다목장은 바다에 만든 목장으로 수년간 수백만 마리의 제주 자생 고급 어종 치어를 방류해 키워 나가는 곳이다.​​​​​​​​​​신창풍차해안과 싱계물공원의 풍력발전기와 산책로 끝에는 바다로 이어지는 다리가 있는데 이곳에서는 자유롭게 낚시가 가능하다. 사진 촬영 명소로 유명해서 ​​​​​​​바다에 떠 있는 느낌의 사진이나 근방의 억새를 배경으로 촬영을 많이 하며 최근에는 셀프웨딩의 명소로 각광받고 있다. 공원안에 인공으로 조성된 다리를 통해 신창등대까지 걸어갔다 올 수 있는데 주변의 풍력발전기들과 함께 공원 중간 해안에 햇빛을 받아 눈부시게 빛나는 물고기 조형물이 이색적이다. 싱계물공원의 최고의 아름다운 순간은 노을이 질 때이다. 신창해안도로로 이어지며 바다와 풍차가 어우러진 이곳에서는 멀리 보이는 차귀도와 수월봉과 함께 떨어지는 낙조가 아름다운 풍경을 선사한다. ​
974,사라봉공원,제주특별자치도 제주시 사라봉동길 74 (건입동),#걷기#등산#부모#가을,064-728-3605,,,https://api.visitjeju.net/photomng/imgpath/201804/30/cd04e487-f1b7-44e4-a270-54c94d358361.jpg,,,​​ 사라봉은 일몰이 아름답기로 유명하고 운동시설이 마련되어 있어 시민들의 운동장소로 애용되고 있다. 일몰 광경은 예부터 사봉낙조(沙峰落照)라 하여 영주십경의 하나로 꼽힐만큼 장관이다. 망양정 동북쪽에는 제주도 기념물 제 23호인 봉수대가 잘 보존되어 있다.​​ ​
975,밸런싱 요가,제주특별자치도 제주시 아라1동 2338-4,#혼자#필라테스#메디컬요가#요가,064-725-6543,,일반 요가 플라잉 요가 기구 필라테스 메디컬 요가,https://api.visitjeju.net/photomng/imgpath/201809/03/7ad39f35-10a1-4db4-a616-200fb0a61122.jpg,,,
976,제라진 제주오프로드 사파리,제주시 조천읍 선흘리 624-4,#액티비티,070-8880-3900,,,https://api.visitjeju.net/photomng/imgpath/201804/30/862d63bd-2ef5-476c-b026-9da10b5f309e.jpg,,,​ ​​​ 전체면적 430㎢ 총길이 6.5㎞와 16개의 이벤트코스와 제주마가 펼치는 모험의 길 제라진 제주오프로드 사파리.오프로드 레이싱대회(KRF)입상경력의 베타랑 드라이버가 직접 설계한 코스에서 오프로드랠리와 트라이얼을 체험할 수 있다.​ ​​
