인덱스,이름,주소,#태그,전화번호,홈페이지,운영시간/휴무일,이미지,입장료,주차시설,소개
525,舞衣岛(무의도),仁川广域市中区大舞衣路310-11(舞衣洞)인천광역시 중구 대무의로 310-11 (무의동),##한국#관광지#관광명소#여행지,仁川中区 +82-32-760-7114,,,http://tong.visitkorea.or.kr/cms/resource/41/1945641_image2_1.jpg,,,
526,仙女岩海岸선녀바위(선녀암),仁川市中区乙旺洞龙游岛인천광역시 중구 선녀바위로 68-2 (을왕동) 부근,##한국#관광지#관광명소#여행지,+82-32-760-6800,,,http://tong.visitkorea.or.kr/cms/resource/02/217502_image2_1.jpg,,,
527,自由公园(仁川)자유공원(인천),仁川广域市中区自由公园南路25(松鹤洞1街)인천광역시 중구 자유공원남로 25 (송학동1가),##한국#관광지#관광명소#여행지,自由公园管理事务所 +82-32-760-7597 仁川市旅游咨询 +82-32-1330,http://www.icjg.go.kr/tour/default.asp,,http://tong.visitkorea.or.kr/cms/resource/92/1193592_image2_1.jpg,,,
528,水气海边수기해변,仁川市瓮津郡北岛面矢岛里인천광역시 옹진군 북도면 시도로86번길 291-48,##한국#관광지#관광명소#여행지,观光文化科 +82-32-899-2210, www.ongjin.go.kr,,http://tong.visitkorea.or.kr/cms/resource/54/1030254_image2_1.jpg,,,
529,电影《实尾岛》外景地영화 [실미도] 촬영지,仁川广域市中区舞衣洞 인천 중구 무의동 실미도 등,##한국#관광지#관광명소#여행지,仁川中区文化观光http://chn.icjg.go.kr/仁川旅游http://www.incheon.go.kr/icweb/html/web40/040.html,,,http://tong.visitkorea.or.kr/cms/resource/11/190711_image2_1.jpg,,,
530,百乐达斯娱乐场仁川机场店(파라다이스 카지노 인천공항점),仁川广域市中区永宗海岸南路321号街208(云西洞)인천광역시 중구 영종해안남로321번길 208 (운서동),##한국#관광지#관광명소#여행지,http://www.paradisecasino.co.kr/paradise-casino/incheon (韩),,,http://tong.visitkorea.or.kr/cms/resource/40/1378140_image2_1.jpg,,,
531,传灯寺(江华)전등사(강화),仁川广域市江华郡吉祥面传灯寺路37-41号인천광역시 강화군 길상면 전등사로 37-41 (길상면),##한국#관광지#관광명소#여행지,传灯寺 +82-32-937-0125寺庙寄宿 +82-32-937-0152曹溪宗韩国佛教文化事业团 +82-2-2031-2000,jeondeungsa.org,,http://tong.visitkorea.or.kr/cms/resource/50/1954550_image2_1.jpg,,,
532,江华山城(강화산성),仁川江华郡江华邑菊花里山3号街인천 강화군 강화읍 국화리 산3번지  국화리 신문리 관청리 남산리,##한국#관광지#관광명소#여행지,文化艺术科 文化财组 +82-32-930-3626~7  江华观光咨询处 +82-32-932-5464,http://tour.ganghwa.incheon.krhttp://www.cha.go.kr,,http://tong.visitkorea.or.kr/cms/resource/34/1579234_image2_1.jpg,,,
533,江华岛(강화도),仁川广域市江华郡江华邑江华大路394인천광역시 강화군 강화읍 강화대로,##한국#관광지#관광명소#여행지,旅游咨询处 +82-32-933-3624,,,http://tong.visitkorea.or.kr/cms/resource/48/1656948_image2_1.jpg,,,
534,永宗岛(영종도),仁川广域市中区云南西路100（云南洞）인천광역시 중구 운남서로 100 (운남동),##한국#관광지#관광명소#여행지,观光振兴室 +82-2-760-6482~3,http://www.icjg.go.kr/tour,,http://tong.visitkorea.or.kr/cms/resource/24/930224_image2_1.jpg,,,
535,月尾岛(월미도),仁川广域市中区月尾路252号(北城洞1街)一带인천광역시 중구 월미문화로 36 (북성동1가),##한국#관광지#관광명소#여행지,月尾岛旅游咨询中心 +82-32-765-4169,http://www.icjg.go.kr/tourhttp://www.my-land.kr,,http://tong.visitkorea.or.kr/cms/resource/70/2512770_image2_1.jpg,,,      月尾岛曾是距离仁川前海1公里左右的岛屿，后在筑路过程中逐渐与陆地相连。月尾岛的名字来源于呈半月尾状的岛屿形态。月尾岛距离首尔不远，交通方便，利用周末时间前往月尾岛游玩的游客非常多。      月尾岛上设有咖啡厅、生鱼片店、餐厅等便利设施。欣赏着西海的美景，品味下美味的食物，该是何等的享受！岛上共有50多家生鱼片店精心为游客做出一道道鲜美的海鲜料理。       月尾岛长达1200米的文化街从涂鸦柱开始、先后按邂逅广场、艺术场、公演场的顺序一路延伸下去，处处充满艺术氛围。这里的公演通常是随到即演，街头画家也会即兴为游客作画。       月尾岛上不可不去的地方非游乐场莫属。虽然不能同其它大型主题游乐场相提并论，但月尾岛游乐园却以Apollo disco和海盗船而闻名。惊险刺激的海盗船吸引了全国游客的到访，而Apollo disco即使仅是远远望去也会让人觉得乐趣无穷。      从月尾岛出发，还可随时乘坐游船欣赏下四周的美景。凉爽的海风，清澈的海水，翱翔的海鸥，一切都让人沉醉忘怀。停车设施 可以停车可用设施 文化街、游乐园、餐厅、住宿设施、月尾公园等卫生间 有宠物同行 不可进入内部设施
536,席毛岛(석모도),仁川广域市江华郡三山面三山北路9(石浦里码头)인천광역시 강화군 삼산면 삼산북로 9 (석포리 선착장),##한국#관광지#관광명소#여행지,江华郡文化观光科 +82-32-930-3563   三甫海运(席毛岛) +82-32-932-6007,http://tour.ganghwa.incheon.krhttp://www.kangwha-sambo.co.kr,,http://tong.visitkorea.or.kr/cms/resource/81/1990081_image2_1.jpg,,,
537,시흥 갯골생태공원 始兴河沟生态公园,京畿道始兴市Seommal街94경기도 시흥시 동서로 287 (장곡동),##한국#관광지#관광명소#여행지,服务中心 +82-31-488-6900,www.siheung.go.kr,,http://tong.visitkorea.or.kr/cms/resource/29/2393029_image2_1.jpg,,,* 盐田体验 - 4000韩元 / 个人-周末体验 / 团体-电话预约(+82-31-488-6900)    周二-周五(平日) : 10：30 11：30    周六-周日(周末) : 3：00 4：00    始兴市民 50%优惠 * 海水体验场 - 3000韩元/36个月~12岁/ 6月末 ~ 8月末 /周一․周五不营业    10：00-17：00(45分钟活动时间 15分钟休息时间)  监护人1人可陪同入场   始兴市民 50%优惠 * 电动汽车 - 1次 2000韩元 路线需时15~20分钟   始兴市民50%优惠 * 多人自行车 - 周一不营业 1次(30分钟) - 10000韩元  始兴市民50%优惠    未成年人需监护人陪同미성년자 보호자동반 필수 * 河沟野营场 - 1次(2天1夜) 35000韩元 / 预约 : interpark (14:00开始可进行下个月预约) 始兴市民10000韩元优惠露天舞台 : 2小时/30000韩元 草坪广场 : 2小时/50000韩元河沟露营场 : 1次(2天1夜) 35000韩元(始兴市民 10000韩元优惠)
538,板门店판문점,必需携带身份证或其他有效身份证件,##한국#관광지#관광명소#여행지,非武装地带游,,,http://tong.visitkorea.or.kr/cms/resource/23/774723_image2_1.jpg,,,
539,和谈林화담숲,京畿道广州市都尺面都尺wit路278경기도 광주시 도척면 도척윗로 278,##한국#관광지#관광명소#여행지,和谈林旅游咨询 +82-31–8026–6666 (09:00 ~ 17:00),www.hwadamsup.com,,http://tong.visitkorea.or.kr/cms/resource/38/2436238_image2_1.jpg,,,
540,抱川艺术谷(포천아트밸리),京畿道抱川市新北面艺术谷路234경기도 포천시 신북면 아트밸리로 234,##한국#관광지#관광명소#여행지,1330韩国旅游咨询热线（韩英日中）抱川艺术谷：+82-31-538-3485,artvalley.pocheon.go.kr,,http://tong.visitkorea.or.kr/cms/resource/51/2458251_image2_1.jpg,,,废旧采石场到艺术谷的变身小山丘上千奇百怪的岩石和不着边际的山景湖让废旧的采石场重新获得生机。曾经的废墟在抱川市环境还原政策的推动下，展现出全新的面貌。目前这里年均访客达100万人以上，常年开展专题展览、周末表演和专题演出等各式活动，已成为深受游客和当地居民喜爱的文化艺术空间。单轨列车-总长420米，铺设于抱川艺术谷主入口斜坡路段单轨列车车票 （往返） 外地居民 - 成人4500韩元，青少年3500韩元，儿童2500韩元 当地居民 - 成人2300韩元，青少年1800韩元，儿童1300韩元  (单程)  外地居民 - 成人3500韩元，青少年2500韩元，儿童1800韩元 当地居民 - 成人1800韩元，青少年1300韩元，儿童1000韩元单轨列车团体票 （20人以上） 往返 - 成人3600韩元，青少年2800韩元，儿童2000韩元 单程 - 成人2800韩元，青少年2000韩元，儿童1500韩元（50人以上） 往返 - 成人3200韩元，青少年2500韩元，儿童1800韩元 单程 - 成人2500韩元，青少年1800韩元，儿童1300韩元※ 学前儿童免费（托儿所、幼儿园团体为每人1000韩元）※ 宠物须放入携带包内搭乘 
541,韩国漫画博物馆(한국만화박물관),京畿道富川市吉州路1(上洞),##한국#관광지#관광명소#여행지,韩国漫画博物馆：+82-32-310-3090～1,htthttp://www.komacon.kr/comicsmuseum/index.asp,,http://tong.visitkorea.or.kr/cms/resource/69/2551369_image2_1.bmp,,,
542,现代汽车品牌形象馆河南店(현대 모터스튜디오 하남),京畿道河南市渼沙大路750（新长洞）,##한국#관광지#관광명소#여행지,1330韩国旅游咨询热线（韩英日中）现代汽车品牌形象馆河南店：+82-31-8072-8267,http://brand.hyundai.com,,http://tong.visitkorea.or.kr/cms/resource/77/2458277_image2_1.jpg,,, 未来动力，汽车的明天先睹为快  未来的汽车与现在的汽车似像非像。混合动力汽车IONIQ就是一个很好的例子。现代汽车品牌形象馆河南店将以IONIQ为中心，向您展现无拘无束的汽车生活和未来汽车生活。
543,抱川山楂园(포천 산사원),京畿道抱川市花岘面花东路432号街25경기도 포천시 화현면 화동로432번길 25,##한국#관광지#관광명소#여행지,1330韩国旅游咨询热线（韩英日中）抱川山楂园：+82-31-531-9300,http://www.sansawon.co.kr/,,http://tong.visitkorea.or.kr/cms/resource/62/2458262_image2_1.jpg,,, 跌入美丽的酒缸  这里是以韩国传统酒──家酿酒为主题的传统酒博物馆。山楂庭院内岁月廊两侧的大酒缸尤为壮观，参观饱受沧桑的文物和相关资料也颇具意义。逛完博物馆后，访客可以免费品尝裴商冕酒家的生酒，还可以参加家酿酒、果酒、岁时酒的酿造，是一家深受国内外游客喜爱的酒博物馆。
544,大长今影视城（原龙仁MBC电视剧基地） (용인 대장금 파크(구 용인 MBC 드라미아)),京畿道龙仁市处仁区白岩面龙川电视剧街25,##한국#관광지#관광명소#여행지,1330韩国旅游咨询热线（韩英日中）大长今影视城：+82-31-337-3241,http://djgpark.imbc.com,,http://tong.visitkorea.or.kr/cms/resource/18/2391318_image2_1.jpg,,,大长今影视城地处京畿道龙仁市处仁区处仁区白岩面龙川里227-1，占地面积2500000平方米，是由韩国文化广播公司（MBC）投资运营的韩国最大规模的古装剧拍摄基地及韩流主题公园。大长今影视城内的建筑均为经过历史考证，是按照当时的建筑风格、样式、材料，参考当时人们的生活习惯而建成的半永久建筑，与周边景观交相辉映，给人一种穿越至古代的感觉。韩流巨星金秀贤的成名之作──《拥抱太阳的月亮》、李昇基和裴秀智主演的《九家之书》等MBC著名古装剧都出自这里。出口100多个国家、掀起韩流风暴的《大长今》原在京畿道杨州拍摄，后将外景地搬迁至此进行复原。进入大长今影视城，古装剧中的无量寿殿、奎章阁、东宫殿、惠民署等建筑映入眼帘，“集市”、“捕厅和狱舍”、“仁政殿” 、“报平殿”、“练武场”等23个看点还组织丰富多彩的体验活动。东宫殿是电视剧《同伊》的主拍摄场，练武场是古装剧中必不可少的场所，而仁政殿是《善德女王》中举行即位仪式的宴会场，也是在《拥抱太阳的月亮》中李暄（金秀贤饰）和阳明君（丁一宇）与谋反者的决战场所，经常作为电视剧的重要场景出现。
545,爱茉莉太平洋STORY GAEDEN(아모레퍼시픽 STORY GAEDEN),京畿道乌山市佳长产业东路37（佳长洞）,##한국#관광지#관광명소#여행지,1330韩国旅游咨询热线（韩英日中）爱茉莉太平洋故事花园：+82-31-8047-1481,https://storygarden.amorepacific.com/Main.do,,http://tong.visitkorea.or.kr/cms/resource/16/2457216_image2_1.jpg,,,故事花园愿您一天比一天美丽爱茉莉太平洋故事花园是一个集故事、空间设计和体验于一身的企业体验空间。这里展示的化妆品的历史亦是自近代到现在韩国女性追求美的历史。展览参观、制作工序参观等内容不仅富有趣味，绚丽的灯光更是适合拍摄美照。参观结束后每人可以获得一支写有特别字句的个性唇膏。
546,三星创新博物馆(삼성 이노베이션 뮤지엄),京畿道水原市灵通区三星路129（梅滩洞）,##한국#관광지#관광명소#여행지,1330韩国旅游咨询热线（韩英日中）三星创新博物馆：+82-31-200-3113,http://www.samsunginnovationmuseum.com/,,http://tong.visitkorea.or.kr/cms/resource/89/2456889_image2_1.jpg,,,韩国最具代表性的电子创新博物馆 这是由三星集团投资成立的电子产业博物馆，大致分三个主题，可以了解电子产业的历史、三星电子最具成就的半导体以及显示器和手机等行业的过去与未来。除此之外还通过儿童显示器研究所，开办以儿童为对象的讲座。
547,首尔大公园서울대공원,※ 随韩国国内AI等疫情发生，对一定区域进行防疫隔离并针对动物笼舍进行一部分装修改造※ 限制观览动物事项*大水鸟场 : ~6月末(为防止AI疫情再次发生需对设施进行改善)- 临时参观地点 : 家禽笼舍(丹顶鹤 珈蓝鸟)*黄鸟村 : ~5月中旬(为防止AI疫情再次发生需对设施进行改善)- 临时参观地点 : 家禽笼舍(鹤馆 黑朱鹤 红朱鹤 非洲琵鹭)*孔雀村 : ~6月末(为防止AI疫情再次发生需对设施进行改善)- 临时参观地点 : 家禽笼舍(锦鸡银鸡黄金锦鸡青孔雀白孔雀)*第3非洲馆 : ~6月末(按年度对动物笼舍进行装修)- 第3非洲馆可进行室内观览(狮子)*夜行馆 : ~5月末(按年度对动物笼舍进行装修) 限制观览*热带鸟类馆 : 一直持续到AI防疫解除时为止(AI特别防疫期间) 限制观览※一部分动物在特定气温及天气时可能会不出来※其他主要动物观览指南(参观地点)*老虎猎豹貂浣熊，獾猪 : 猛兽笼舍*狼狐狸 : 沙漠狐狸笼舍*类人猿大猩猩狒狒 : 类人猿馆*大象犀牛 : 大型动物馆*长颈鹿斑马 : 第1非洲馆*红鹤 : 红鹤笼舍*袋鼠 : 澳洲馆*豹子美洲虎 : 豹子 美洲虎*水獭 加利福尼亚海狮 : 海洋馆 ,##한국#관광지#관광명소#여행지,公园,,,http://tong.visitkorea.or.kr/cms/resource/45/621545_image2_1.jpg,,, 首尔大公园在天赐的大自然中设置了家庭学习，自然文化，娱乐空间等，占地面积277万坪，由保护管理348余种共2975只动物的动物园及植物园，可以了解近现代美术趋势的「国立现代美术馆」，国内休闲文化基石的「首尔游乐场」构成，是韩国国内最大的综合主题公园，将人类与自然相融合，为市民提供梦想，爱和希望，是市民休息体验空间的代名词。 此外，首尔大公园的野生动物保护措施及业绩受到了国际上的高度评价，是韩国国内唯一得到ISIS及 IUDZG-WZO正式会员资格的世界十大动物园之一。* 规模 占地面积  9157066m²(277万坪) 动植物园 2423151m²(733千坪) 娱乐设施 820m²(248千坪) 湖 274381m²(83千坪) 青少年训练营 76033m²(23千坪) 玫瑰园 178513m²(54千坪) 运动设施 36364m²(11千坪) 综合管理设施 327274m²(99千坪) 现代美术馆 66116m²(20千坪) 自然绿地 2323977m²(703千坪)[儿童动物园]儿童动物园是为儿童亲近喜爱自然及小动物，培养儿童爱心的自然学习空间，可以亲近并了解动物的生态习性，运营可以亲自参与体验的动物教师，有丰山狗，珍岛狗， 狮子狗 ，毛驴，奶牛，长尾猴，日本猕猴，松鼠猴，美洲驼，骆马，兔子，山羊等动物，可以亲自给动物喂食，和动物近距离接触的空间[玫瑰园]大公园湖水周边有400余种3万余株玫瑰形成的玫瑰园，每年六月，玫瑰盛开，是恋人告白表达爱意的最佳选择。[植物园]植物园位于首尔大公园内清溪山山脚处，1985年5月1日开馆， 总面积2825㎡，做为热带观叶植物馆有水生植物馆，西洋兰展示馆，东洋兰展示馆，标本室和仙人掌，多肉植物馆组成。 热带观叶植物馆及水生植物馆里有椰子树及及果树类各种观叶植物及水生植物， 可以体验异国风情，东洋兰展示馆及西洋兰展示馆有各种硕大的东洋兰和华丽的西洋兰，还有可以捕捉虫子的食虫植物，仙人掌和多肉植物馆展有各种仙人掌及多肉植物。[山林浴场]环绕首尔大公园的清溪山(621m)林间设有山林浴场，有松树，棠梨树，三桠乌药，蒙古栎等470余种植物以及松树，山兔，黄鼠狼，貉等小动物，同时也是山鸡，杜鹃及青啄木鸟等35种鸟类栖息的最佳场所，上山路和下山路林间小路长6.3㎞，由4个区间构成。根据路线需50分钟~2小时30分钟不等，有仙女池林，结交林等11个主题休息空间遍布，特别是‘思考林’附近有可以赤脚行走的450m空间。此外，还有冰谷林等休息设施。* 山林浴是什么? 漫步林间小路呼吸新鲜的空气，接触清新的自然环境，在自然美景中放送身心，是一种自然健康法，享受山林浴时建议身着空气流通及有助于排汗的简单服饰，适宜在数目茂盛生长的初夏~深秋时节前往。※ 植物杀菌素 - 植物在生长过程中为保护自身而释放的芳香（杀菌，杀虫）物质
